DK;SE;CZ;PL;AT;CH;FR;LU;NE;BE;unit:MWh
3777.581932;16676.53222;7433.195311;17681.52675;7947.730655;6688.012368;53537.09494;881.5815392;12499.12155;9574.184161;
3686.613615;16390.44214;7247.987773;16776.34661;7780.694976;6637.455296;51807.09135;865.1784117;11853.71021;9213.007529;
3616.054813;16178.72549;7149.690201;16399.01267;7552.454479;6505.052507;49643.61602;859.4933173;11470.17591;8971.885206;
3607.358525;16158.16301;7124.618277;16321.20946;7568.094735;6490.329209;49284.81756;860.6634295;11482.38506;8940.142664;
3607.358525;16137.55834;7124.618277;16321.20946;7569.886078;6490.329209;49549.17585;859.3360578;11442.29884;8926.010638;
3809.860242;16481.75279;7529.637599;17133.50206;8329.352394;6693.876339;51797.2499;889.3542949;11926.80522;9396.003622;
4566.019615;18119.25359;8749.429738;19368.15955;9458.64509;7363.997725;56713.60319;972.7796613;13572.09352;10329.43386;
4936.588527;18619.34438;9572.887449;20389.86408;10169.41469;8422.124456;64382.78547;1087.559999;15297.68819;11708.35687;
5008.173376;18415.71517;9903.427207;20701.22126;10515.30142;8924.927596;68629.47214;1144.88197;16258.55122;12404.06352;
5037.490827;18231.59079;9919.171039;20786.55174;10499.51235;9021.639591;69504.23142;1154.159527;16573.73586;12595.64774;
5068.080596;18329.5839;9927.245707;20969.37594;10364.19232;9005.684502;69765.00718;1149.920977;16616.36927;12618.31804;
5065.315535;18292.11658;9901.462673;20947.01521;10300.91086;8916.443534;69208.12019;1150.171229;16626.40544;12580.60232;
5056.956955;18279.07739;9857.059871;20945.61766;10204.57858;8882.667856;68268.32265;1150.171229;16626.40544;12510.67988;
5046.076659;18293.26058;9813.568471;21022.82634;10204.43593;8861.678259;67704.21463;1147.976763;16521.19616;12456.73369;
5037.738073;18293.26058;9791.563917;21022.82634;10204.43593;8861.678259;67591.87582;1149.427526;16521.19616;12454.49071;
5052.819116;18293.26058;9782.433164;20945.62225;10176.41688;8829.529933;68020.49856;1146.904439;16506.13541;12443.97861;
5077.880714;18345.51742;9804.437718;20927.25025;10284.78723;8879.584546;68487.89936;1148.355203;16506.13541;12533.16576;
5077.70808;18390.01354;9828.169605;21011.76053;10465.53379;8905.520248;69896.11227;1146.962349;16946.78186;12709.4865;
5077.70808;18397.73698;9840.685144;21004.39936;10490.63723;8956.138661;70494.87005;1149.789783;16965.18366;12844.97376;
5067.349586;18346.76149;9874.301709;21027.3741;10497.10474;8956.579779;70987.20859;1148.463741;16965.18366;12834.5439;
4915.499449;18149.75686;9688.579415;21059.73759;10123.6187;8777.209294;70165.91432;1124.658206;16687.92119;12496.65377;
4484.248417;18008.87472;8885.596756;21437.03832;9641.708953;8042.124168;67550.17997;1033.769864;15962.95189;12009.67021;
4226.752463;17498.64102;8367.727448;20747.60145;9229.118172;7616.174633;65499.00845;977.7335946;15419.06216;11634.99644;
3979.832745;16964.79746;7807.378534;19621.70873;8846.109437;7283.907005;62390.45275;937.7878986;14551.76503;11080.25366;
3623.311758;16384.66624;7080.391161;17367.82582;7910.01547;6603.988129;54142.37054;868.5524104;12187.25362;9471.471832;
3520.646793;16150.12365;6941.494366;16575.61894;7790.805211;6530.536267;53030.12541;848.284318;11619.33927;9157.715556;
3476.296333;16037.9552;6833.612308;16066.66367;7597.191359;6415.957225;50784.4129;838.4386386;11227.5887;8942.531439;
3477.057822;16070.59831;6788.938349;15817.22922;7511.110426;6357.969269;50060.20021;841.6771087;11121.87371;8957.33449;
3483.027087;16087.22058;6788.938349;15814.45475;7511.110426;6428.095614;50060.20021;843.3954038;11121.87371;8957.33449;
3514.481243;16100.79743;6827.981004;16024.39707;7712.055905;6441.078349;50211.63893;849.0579005;11227.69179;9145.532431;
3650.633439;15941.3651;7004.439673;16726.79903;8062.271415;6522.005747;51695.85809;846.0073212;11793.49971;9143.81032;
3945.493319;16514.14964;7484.704786;17665.18234;8466.73932;6689.054721;51777.0702;860.5020666;12460.36088;9309.311162;
4205.692157;17039.94206;8045.228894;19026.699;8786.184883;7003.204524;55209.79209;917.3148661;12999.71306;9758.6276;
4374.196057;17234.44285;8414.540643;19476.26086;9007.382646;7443.298673;58287.73888;966.516504;13727.42275;10407.43227;
4479.897469;17414.41903;8562.13562;19686.77938;9040.663346;7669.086134;60291.00109;994.4041383;14344.2151;10803.53835;
4486.523863;17416.86203;8432.592507;19626.00447;8929.34762;7628.434802;59965.80282;990.4121405;14157.13039;10729.5748;
4490.667553;17403.82284;8399.863723;19742.0695;8875.312792;7633.057059;59461.83506;987.1554074;14083.51019;10729.5748;
4486.529715;17418.00603;8372.749018;19763.32824;8749.684794;7486.194831;59184.14026;985.4580917;13976.88851;10686.44976;
4483.813908;17417.07003;8374.52261;19767.45673;8684.571452;7447.700823;58467.74335;985.6663839;13933.12356;10637.52785;
4491.480491;17437.92685;8369.940994;19730.84332;8684.571452;7447.700823;58467.74335;985.6663839;13933.12356;10637.52785;
4586.290878;17625.19673;8531.648924;19673.11322;8927.831829;7510.398539;58473.28507;993.8924237;13956.29181;10673.61243;
4658.088349;17851.81181;8856.255711;20119.41834;9312.246544;7817.596462;60708.07158;1018.905753;14836.05054;11117.13201;
4660.600799;17839.45745;8894.733415;20430.06987;9428.03678;7841.391528;60949.22742;1021.001158;14890.13901;11201.4818;
4649.650279;17808.60293;8878.981709;20497.81877;9431.311587;7875.187954;61341.39515;1020.267281;14890.13901;11193.57031;
4499.869794;17704.64652;8731.670192;20655.94307;9123.133884;7648.184941;60157.91582;1007.449912;14739.73777;10930.02877;
4290.914073;17656.85577;8444.968285;20610.0692;9067.318489;7452.604079;60601.0296;978.1359615;14715.50453;10864.35802;
3978.018631;17195.36648;7875.342458;19749.63458;8799.785954;7198.643759;59986.40235;917.2685147;14412.42434;10598.09375;
3743.717248;17074.46403;7431.238651;19333.45459;8367.160969;6880.106239;57357.67784;865.587714;13534.24847;10072.99509;
3693.649403;16495.26096;7102.871593;17682.29769;7921.461387;6690.032125;54142.37054;868.5524104;12174.35856;9440.489411;
3605.24596;16217.3162;6941.494366;16607.75676;7790.805211;6612.164582;53246.60939;848.284318;11621.21923;9157.715556;
3581.218944;16151.27255;6833.612308;16165.46557;7572.924845;6526.213499;50784.4129;838.4386386;11336.85416;8899.747823;
3575.312832;16155.05578;6788.938349;15949.73604;7511.110426;6552.113118;50950.79398;841.6771087;11289.47622;8859.787249;
3575.312832;16159.64353;6788.938349;15949.73604;7511.110426;6546.060612;50950.79398;843.3954038;11289.47622;8957.33449;
3598.509354;16134.70816;6827.981004;16159.67836;7712.055905;6565.095853;51609.33517;853.0265492;11348.95942;9108.811094;
3712.40866;16032.90141;7004.439673;16863.93035;8032.896674;6547.859359;52747.14428;850.421914;11864.8698;9107.088983;
3979.606712;16583.90588;7484.704786;17968.11071;8466.73932;6677.93433;53237.39068;859.8129222;12683.67287;9309.311162;
4231.277995;17098.69593;8045.228894;19110.80606;8786.184883;7003.204524;56486.9419;919.4291708;13233.76336;9758.6276;
4383.38318;17265.14431;8414.540643;19503.47635;9007.382646;7443.298673;59570.1925;977.8156631;13970.59927;10515.26794;
4474.085476;17437.45003;8607.524626;19907.83448;9040.663346;7669.086134;61813.54699;1012.687502;14654.08132;10944.68914;
4486.303438;17439.89304;8619.082504;19943.33444;8929.34762;7653.851807;60970.03686;1013.052071;14651.30522;10976.68402;
4486.303438;17403.82284;8619.082504;19928.11035;8870.054218;7628.434802;60970.03686;1013.052071;14651.30522;10976.68402;
4487.977592;17397.14921;8616.842384;19944.67012;8868.709813;7614.239671;60925.01737;1013.269379;14491.63732;10979.02669;
4492.928368;17390.72478;8642.255346;19937.43725;8870.559139;7611.184326;60708.0436;1013.477671;14447.87237;10940.38635;
4492.928368;17390.72478;8642.255346;19937.43725;8870.559139;7611.184326;60467.93733;1013.477671;14447.87237;10875.26389;
4580.478885;17562.67337;8735.136669;20031.46001;8927.831829;7625.243243;60563.0912;1026.577888;14639.26085;11031.91867;
4661.395206;17733.13652;8930.828285;20357.70449;9312.246544;7857.683092;63293.66234;1047.726714;15539.71369;11435.74247;
4663.907656;17710.09178;9004.233555;20489.63282;9346.792627;7899.892316;64247.37715;1049.82212;15635.76996;11515.2848;
4644.63952;17679.23727;8981.243782;20589.06248;9415.62207;7905.173994;64202.95242;1051.141689;15573.26715;11496.93348;
4499.869794;17559.885;8742.398359;20755.28567;9062.321612;7708.765023;62606.30699;1037.782668;15278.21816;11212.09608;
4290.914073;17512.09425;8419.619298;20700.03449;8963.396991;7452.604079;62575.3937;1008.842303;15062.9114;11102.75575;
3978.018631;17050.60496;7868.470034;19857.37849;8678.2548;7198.643759;61278.73592;942.8240738;14710.86309;10873.0907;
3743.717248;16928.77829;7448.916998;19512.84449;8214.143024;6886.398247;58782.59638;883.2681629;14015.84644;10240.85542;
3823.899633;16755.05386;7474.642454;17680.95513;7888.666623;6914.089847;57932.18709;905.441632;12549.06373;9913.925994;
3763.726391;16544.03087;7296.422004;16960.73904;7780.694976;6885.891729;57413.51138;890.577636;12224.92415;9667.352605;
3729.433049;16424.91113;7260.335992;16808.25533;7569.418615;6814.066317;55086.91212;885.7929835;12014.74667;9484.467414;
3720.736761;16404.34865;7235.264068;16730.45212;7585.058872;6799.343019;54752.02283;886.9630957;11973.39173;9452.724872;
3720.736761;16392.5084;7235.264068;16843.07026;7600.330699;6799.343019;55298.42464;892.1412725;11931.07489;9452.724872;
3886.444146;16765.70499;7692.155064;17924.20601;8344.524161;7054.409289;56972.69615;926.3124656;12401.21698;10024.45387;
4587.067241;18333.54177;9116.830101;20133.0593;9582.213377;8016.180348;62797.13252;1032.128494;14440.0035;11314.75981;
4929.647102;18851.7697;9791.73419;20610.7336;10311.32538;8732.698864;68552.2449;1130.545525;16024.53258;12370.69045;
5008.946325;18731.27147;10000.42854;20776.28322;10539.00092;9054.86049;72843.30732;1168.224685;16729.8273;12902.78909;
5045.948403;18581.97321;10108.7289;20691.91956;10549.48626;9164.862828;74001.84891;1180.203799;17156.46987;13049.93238;
5085.459517;18489.54702;10182.17157;20848.1377;10478.88651;9179.168915;74000.48447;1184.817205;17416.10168;13093.273;
5086.813763;18459.52254;10179.5348;20851.98438;10439.10443;9141.111965;73598.06595;1185.067457;17331.60112;12967.21373;
5091.824522;18300.0598;10179.5348;20849.06787;10428.52981;9078.687128;72018.9973;1185.067457;17201.80632;12967.21373;
5085.819902;18312.94789;10181.38517;20842.22447;10421.92683;9027.620381;71802.82119;1178.689577;17153.16615;12865.92943;
5085.819902;18293.26058;10181.38517;20842.22447;10365.71017;9027.620381;71802.82119;1178.689577;17155.7312;12836.72831;
5085.819902;18312.94789;10181.38517;20842.22447;10356.18952;9019.251785;71737.90889;1178.689577;17021.96057;12817.67668;
5102.522919;18491.94098;10215.82652;20922.41153;10427.83092;9041.317563;71737.90889;1177.490452;17102.40899;12824.8455;
5111.427684;18536.4371;10201.00885;21050.92618;10572.85325;9136.645767;72840.32655;1184.853732;17601.34215;13049.32926;
5106.416925;18536.4371;10201.00885;21050.92618;10597.5667;9168.767933;73011.48317;1184.853732;17683.2046;13158.94748;
5087.148789;18495.52994;10165.63248;21050.69478;10523.66033;9115.879886;74549.33177;1181.072454;17693.46967;13139.74258;
4937.837437;18254.63749;9815.197381;21150.56433;10150.45139;8822.318705;73075.8427;1160.407022;17377.62592;12958.20567;
4503.303931;18110.05846;8958.733331;21506.08625;9729.048084;8108.30707;71963.89496;1063.367356;16707.17206;12534.04551;
4245.227168;17599.82476;8424.415478;20838.63897;9307.392318;7691.108612;70599.568;1000.021902;16085.87462;12072.31791;
3991.715681;17065.97924;7928.174746;19936.63538;8846.109437;7375.722509;67475.59064;952.452156;15264.12662;11469.27005;
3803.258475;16755.05386;7511.125605;17806.65407;7888.666623;6907.664783;60428.97036;903.4007844;12454.01238;9922.735925;
3729.079004;16519.58116;7330.015439;17120.79928;7780.694976;6832.043869;59955.35612;888.2592003;12040.88502;9692.160598;
3674.689959;16373.05165;7240.230521;16920.87347;7569.418615;6801.832309;57833.26177;885.0585859;11837.50656;9526.3258;
3665.993671;16352.48916;7215.158597;16843.07026;7585.058872;6722.544891;57498.37248;886.9630957;11796.15161;9523.167559;
3665.993671;16408.0946;7177.075571;16843.07026;7569.886078;6722.544891;57542.8287;892.8756701;11812.23026;9577.120596;
3862.336665;16767.17668;7598.659085;17924.20601;8329.352394;7054.409289;60333.19374;931.1934041;12295.55963;10167.31181;
4607.248774;18231.10219;9057.701167;20133.0593;9399.229562;8020.627602;65188.0983;1034.413582;14381.90349;11423.53068;
4941.130152;18851.7697;9762.567354;20610.7336;10058.13591;8744.523328;70208.35187;1132.060671;16005.95545;12449.18108;
5021.435916;18731.27147;9936.946333;20776.28322;10424.71314;9098.136875;74216.81451;1173.769858;16733.17485;13012.81976;
5058.437994;18581.97321;10036.60707;20691.91956;10408.00762;9212.316745;74873.27756;1189.267631;17159.81742;13204.80024;
5072.579794;18574.84237;10035.87775;20848.1377;10339.08889;9179.168915;74498.34374;1188.258651;17416.10168;13281.74944;
5072.484699;18459.52254;9975.397462;20840.88879;10347.20971;9154.903865;74052.87193;1187.150841;17288.91901;13136.29088;
5041.875911;18446.48335;9922.675901;20847.51224;10300.91086;9063.88129;73598.06595;1185.067457;17177.93999;12967.21373;
5017.374641;18324.35645;9916.34333;20885.38573;10294.30788;9027.620381;71973.97781;1176.825465;17021.96057;12798.6425;
5017.374641;18314.24298;9895.130101;20885.38573;10294.30788;9027.620381;71973.97781;1166.35699;16992.69789;12765.75541;
5017.374641;18324.35645;9907.212577;20885.38573;10298.10198;9019.251785;71737.90889;1151.182636;16855.85894;12694.76756;
5027.952585;18491.94098;9907.212577;20917.35516;10331.08609;9041.317563;71737.90889;1151.182636;16927.25988;12664.28669;
5020.610787;18536.4371;9895.352539;21083.35612;10465.53379;9114.165032;72615.14515;1149.789783;17337.00883;12891.09443;
5020.610787;18536.4371;9907.868078;21083.35612;10465.53379;9165.566451;72840.32655;1165.629123;17411.98136;12891.09443;
5010.252292;18495.52994;9907.868078;21064.16163;10435.87375;9110.011855;72606.11886;1164.303081;17265.36275;12865.02476;
4880.25004;18206.82319;9712.654801;21090.82955;10073.74845;8838.578697;70986.41092;1143.636725;16995.14605;12496.65377;
4458.855207;18008.87472;8923.498683;21465.30998;9572.344827;8124.567061;67550.17997;1043.861056;16137.10907;11948.36704;
4197.861231;17498.64102;8367.727448;20766.40188;9138.167619;7693.625415;65329.33523;985.9367477;15451.14477;11492.74409;
3937.622648;16964.79746;7793.552485;19803.07582;8602.183015;7388.132423;61998.71884;927.2314596;14551.76503;10880.09752;
3755.630419;16782.12122;7399.264283;17978.3002;7873.49383;7004.107506;54171.85291;884.6762737;12480.8204;9606.332931;
3650.622223;16546.64852;7223.968981;17087.87219;7765.522183;7033.934329;52885.4809;868.2731462;11906.15331;9239.923923;
3584.551404;16373.05165;7137.525542;16810.2749;7554.245822;7049.08386;50903.27302;861.8419796;11584.151;8988.262706;
3590.671601;16352.48916;7124.618277;16720.83541;7569.886078;7054.867997;50620.77469;868.3140071;11540.66528;8956.520164;
3590.671601;16357.07692;7124.618277;16732.47169;7585.058872;7097.572012;50849.53862;875.3095971;11540.66528;8956.520164;
3775.679307;16744.43217;7529.637599;17752.89782;8344.524161;7349.246913;52975.58284;906.891066;11828.43878;9438.777269;
4533.039311;18283.1216;8817.722889;20162.49712;9582.213377;8175.717702;57987.82471;998.0578056;13372.55289;10409.73257;
4918.927735;18791.61281;9601.777715;20717.98723;10422.42662;8791.756236;65472.55933;1111.662252;15297.68819;11790.81259;
4982.299816;18614.09927;9914.216397;20794.05496;10539.00092;9159.639785;70772.25698;1163.264047;16178.82036;12535.87105;
5030.321662;18465.01293;10003.7277;20739.08788;10549.48626;9291.087271;71449.20061;1176.760042;16534.02466;12666.02874;
5045.810393;18471.8671;10035.87775;20881.21829;10508.27767;9320.406674;71477.79785;1177.318917;16616.36927;12674.53462;
5041.875911;18402.45621;10016.27375;20923.22486;10516.39849;9271.784564;71439.40464;1164.720937;16626.40544;12683.86418;
5041.875911;18310.17326;10006.13219;20885.136;10487.00733;9186.307073;70910.24024;1152.998662;16606.02952;12683.86418;
