DK;SE;CZ;PL;AT;CH;FR;LU;NE;BE;unit:MWh
5569.539824;20413.16197;11211.60618;23395.56194;11772.90227;10247.98431;81132.78127;1313.80954;18463.60846;14224.79322;
5584.138735;20435.87726;11176.62735;23007.44675;11672.8611;10245.11204;80202.78519;1320.312638;18555.34268;14248.9759;
5554.470453;20414.58946;11132.13557;23689.61613;11628.54621;10234.30537;80305.94401;1315.05562;18566.52325;14230.71327;
5542.202652;20342.90873;11105.73453;23720.88812;11616.76671;10222.87057;80115.28531;1311.420899;18522.28386;14182.38676;
5524.369739;20269.03101;11077.18576;23716.86299;11598.77736;10190.84852;79537.65826;1307.997078;18493.82422;14168.22028;
5524.369739;20269.03101;11077.18576;23703.6237;11598.77736;10194.41524;79326.85104;1306.02856;18493.82422;14134.26707;
5538.707344;20363.19313;11088.48248;23703.6237;11610.55686;10190.84852;79465.34965;1307.997078;18521.28553;14121.39009;
5554.100496;20419.49278;11121.19077;23694.2079;11662.14134;10212.83774;79465.34965;1310.13555;18521.28553;14121.39009;
5570.868084;20469.06594;11144.0868;23785.30556;11876.0758;10259.12565;80099.71211;1312.218787;18929.30765;14340.08226;
5579.788343;20470.86944;11184.78415;23838.31122;11876.0758;10259.12565;80099.71211;1312.218787;18927.10843;14340.08226;
5576.70591;20503.64933;11105.83759;23816.92723;11882.13246;10149.30619;79219.79502;1308.240551;18927.10843;14288.3564;
5431.884253;20195.40906;10801.11565;23190.09129;11423.68531;9828.792242;76829.44102;1277.778298;18618.22842;13850.27388;
4962.45317;19925.06843;9873.109607;24202.60232;10902.18398;9033.324263;73488.04607;1171.446954;17696.70845;13095.13192;
4671.707047;19348.4353;9301.797635;23460.05339;10460.19544;8568.530698;69448.23433;1102.022764;16993.97102;12429.52504;
4415.642913;18782.20998;8787.126577;22408.14609;9916.468082;8218.634312;66148.99148;1042.815898;15823.56668;11709.96865;
4199.424686;18566.36113;8308.742825;20778.49313;9110.14837;7702.86757;59463.35273;983.023653;13932.72987;10364.21779;
4072.824641;18203.48043;8074.310721;19878.30424;9012.629092;7671.452536;57545.71323;957.7054369;13229.21024;10186.54472;
3994.886457;17902.9941;8036.681491;19485.9074;8797.735492;7490.917845;55375.51972;944.9673707;12783.58616;9897.444873;
3975.175509;17880.08643;8057.120064;19391.68943;8907.529847;7451.281979;55047.17302;945.7548934;12754.51975;9846.950222;
3979.851855;17885.19743;8130.029609;19444.65936;8925.911884;7372.169036;55047.17302;955.8349014;12701.4681;9901.735349;
4185.949227;18341.67843;8569.883486;20254.69498;9639.916151;7635.661266;57106.30419;990.9877206;13112.23925;10400.8895;
5040.804228;20391.53095;10160.60251;22722.377;10962.66939;8388.146254;62833.76232;1064.293194;14633.80251;11464.9312;
5469.619883;20979.08342;10875.36548;23276.10457;11792.23602;9304.00369;71672.24814;1200.755058;16855.4853;13026.84797;
5540.215965;20731.12143;11134.93014;23399.25271;11981.24078;9714.135759;76402.81479;1277.297274;17914.13638;13694.55081;
5593.711987;20498.86624;11211.60618;23381.54927;11941.07341;9811.916422;77280.68975;1284.837355;18419.36907;13969.84229;
5625.776027;20551.64416;11237.09724;23012.26823;11866.43751;9706.354109;77524.77124;1293.116998;18488.40394;14046.19917;
5630.68217;20537.6075;11169.85086;23075.85614;11813.75327;9714.306607;76494.96013;1294.135827;18416.71409;14028.17251;
5599.041326;20523.08117;11171.53703;23058.89545;11714.64724;9925.002103;75974.30231;1285.648633;18416.71409;13950.2846;
5584.64016;20538.88197;11173.59816;23077.34418;11682.35421;10057.51528;76005.25386;1283.622563;18411.71882;13890.19294;
5576.183298;20538.88197;11173.59816;23077.34418;11716.79645;10082.09838;76138.29639;1283.622563;18388.25445;13890.19294;
5577.297515;20538.88197;11173.59816;23077.34418;11696.65789;10113.52145;76299.99892;1282.428113;18322.56181;13877.31596;
5587.967058;20535.34712;11186.01534;23112.96036;11662.14134;10117.13038;77204.33585;1282.428113;18234.70155;13875.98481;
5579.788343;20584.91809;11133.67154;23204.05291;11820.26149;10153.93317;77868.66776;1288.38478;18545.40821;13914.7393;
5579.788343;20563.10127;11133.82284;23838.31122;11820.26149;10164.28861;78076.43516;1288.450445;18543.20899;14041.44647;
5568.249048;20525.46615;11084.70887;23816.92723;11720.45582;10116.92737;78239.01066;1283.256129;18543.20899;13989.72062;
5431.884253;20217.22589;10805.49883;23190.09129;11373.37664;9806.636196;76835.62198;1259.581391;18291.79083;13660.01601;
4962.45317;19946.88307;9900.806518;24202.60232;10849.57177;9019.012177;73609.99718;1156.658032;17512.17838;13082.05645;
4671.707047;19376.1348;9325.173859;23460.05339;10404.98131;8541.022067;69960.3339;1093.780073;16693.29467;12534.86173;
4427.920221;18853.59122;8782.288416;22423.99904;9854.043809;8217.164511;67337.62118;1042.815898;15539.31756;11808.99524;
4226.910438;18644.51477;8296.594249;20515.32552;8894.72947;7634.392966;60434.36682;990.2974714;14002.70972;10458.00031;
4110.620572;18247.32722;8017.682965;19501.9237;8727.432877;7657.822839;58490.47189;972.9860693;13251.31095;10284.24225;
4027.165626;18187.84905;7892.888991;19035.31204;8498.083551;7591.43309;56036.47276;968.8601531;12811.35402;10049.7096;
4007.454678;18164.94138;7874.99503;18763.60409;8525.968412;7595.207839;55793.12004;974.5432181;12781.83547;10012.7006;
4014.946447;18170.05238;7874.99503;18732.23767;8525.968412;7601.593054;55793.12004;981.6466308;12841.50738;10012.7006;
4240.532032;18553.50713;8294.660848;19434.52761;9482.566515;7989.846454;57852.25121;1019.483645;13214.46859;10549.89577;
5077.54407;20493.69841;9670.871613;21611.76963;10789.55507;9041.162193;63231.35832;1108.644187;14980.30527;11735.68375;
5469.619883;20930.84375;10598.25822;22821.51216;11507.60511;9747.75876;71672.24814;1230.761265;17048.46138;13212.10329;
5569.038942;20703.99031;10990.03417;23199.74957;11761.22223;10106.67344;74780.69199;1290.323942;18069.31337;13925.53697;
5601.69839;20498.86624;11099.09289;23347.81677;11772.90227;10180.28707;75381.75679;1292.012548;18419.36907;14100.64423;
5616.464624;20551.64416;11057.76514;23627.4984;11647.02942;10141.44515;75321.37361;1284.629804;18511.10328;14080.21484;
5604.570583;20537.11126;11025.85718;23648.70884;11606.49165;10073.32983;75364.11028;1285.648633;18522.28386;14080.57712;
5589.249685;20523.08117;11025.85718;23631.74815;11590.21253;10041.02939;73649.67066;1282.499186;18522.28386;13950.2846;
5576.183298;20538.88197;11008.60513;23492.66284;11536.15532;9917.840532;73473.57188;1267.256149;18471.12487;13689.80783;
5576.183298;20538.88197;11008.60513;23655.43186;11536.15532;9880.211635;73473.57188;1251.778524;18471.12487;13473.07143;
5584.64016;20538.88197;10998.43435;23631.75325;11598.77736;9829.470611;73401.26328;1242.758288;18275.13753;13417.10368;
5596.42392;20573.72331;11025.252;23626.68929;11644.663;9783.015877;73454.70945;1242.758288;18106.99309;13420.67653;
5598.036846;20622.79805;11060.42816;23703.02388;11820.26149;9783.135471;74040.78562;1234.901215;18131.40515;13509.49815;
5604.831889;20622.79805;11084.22319;23720.41848;11838.69783;9764.861708;75502.41403;1237.01458;18022.20559;13524.62794;
5593.292594;20558.07116;11084.3986;23720.41848;11747.45699;9727.410694;75397.51706;1239.384809;18022.20559;13651.34345;
5458.273443;20235.862;10793.28557;23780.04506;11371.07309;9579.059856;74580.63324;1234.999712;17907.09562;13516.33709;
4970.405347;19965.51918;9923.042545;24153.32316;10849.57177;9021.343758;73193.26984;1150.744369;17251.71375;13034.85149;
4677.32757;19397.09251;9343.454281;23461.51847;10404.98131;8463.034714;69194.79957;1088.36031;16402.62695;12534.86173;
4427.920221;18870.37575;8803.804694;22431.53372;9855.716307;8053.362429;66245.66536;1028.879842;15539.31756;11831.62886;
4214.511169;18797.24348;8294.680582;20377.38879;8943.511401;7450.998572;59928.37416;979.5764625;14002.70972;10442.85108;
4130.011542;18441.16141;8017.682965;19363.98697;8727.432877;7394.673815;57796.6343;961.6889515;13251.31095;10254.25958;
4034.657394;18187.84905;7892.888991;18866.00888;8479.186504;7247.166165;55375.51972;958.9495208;12811.35402;9985.668929;
4014.946447;18164.94138;7874.99503;18732.23767;8507.071366;7230.763193;55047.17302;961.4312507;12841.50738;9950.31032;
4014.946447;18092.02334;7874.99503;18732.23767;8509.066816;7230.763193;55298.09409;963.446763;12796.8502;9934.568393;
4240.532032;18475.47591;8292.747181;19434.52761;9448.653576;7568.005228;57658.26819;999.5425109;13303.17889;10458.10233;
5077.54407;20493.69841;9670.871613;21611.76963;10651.90615;8410.239488;63134.80525;1081.659059;15181.72556;11497.86766;
5489.293889;20930.84375;10600.17244;22821.51216;11349.52497;9401.753198;71672.24814;1210.652879;17087.70732;13033.87569;
5569.038942;20703.99031;10968.36167;23168.38569;11734.82238;9961.917456;76402.81479;1274.503187;18158.1358;13808.83628;
5601.69839;20498.86624;11046.03318;23317.74951;11717.23429;10069.66261;77377.24672;1284.837355;18463.60846;14022.24551;
5633.76243;20573.57684;11030.9475;23627.4984;11545.09855;10033.0769;77750.32545;1281.480357;18511.10328;14062.20622;
5630.68217;20531.83631;11025.85718;23599.4501;11474.60673;9933.655081;77174.7873;1282.499186;18522.28386;14028.17251;
5621.370767;20517.30998;10976.39676;23597.89313;11367.29826;9896.026183;76127.90646;1282.499186;18522.28386;13950.2846;
5609.250188;20533.11078;10917.75338;23683.91152;11356.50534;9872.642037;75427.01884;1278.857126;18388.25445;13890.19294;
5599.961058;20533.11078;10893.24244;23683.91152;11356.50534;9872.642037;75301.87982;1280.473115;18388.25445;13887.69444;
5616.761242;20533.11078;10883.07167;23597.89824;11325.29377;9836.826145;75779.3411;1277.662677;18371.47636;13875.98481;
5644.679697;20591.32761;10907.58261;23577.43055;11446.01195;9892.591122;76299.99892;1279.278666;18371.47636;13975.33205;
5644.487385;20640.89858;10934.01763;23577.73429;11647.35294;9921.485637;77868.66776;1277.727183;18862.36891;14171.73899;
5644.487385;20649.50289;10947.95873;23569.53598;11675.31669;9977.878733;78535.64976;1280.87663;18882.86904;14322.66078;
5632.94809;20592.71356;10985.40432;23595.12888;11682.52111;9978.370174;78956.6952;1277.295214;18882.86904;14288.3564;
5463.788032;20374.41852;10776.6387;23603.81215;11266.47971;9778.536629;78041.82025;1250.778493;18573.99083;13901.64856;
4983.377208;20208.57785;9887.461832;23980.2348;10729.66069;8959.59104;75128.04142;1149.538976;17766.35461;13383.67655;
4696.528401;19640.15118;9323.913065;23248.23493;10270.05892;8485.048051;72843.15339;1087.120796;17160.44614;12939.60318;
4462.664685;19160.46958;8733.318614;22097.11079;9854.043809;8114.874451;69452.90317;1043.823397;16211.07602;12301.10501;
4073.571346;18584.1731;7934.433261;19495.86686;8930.44123;7357.388624;60649.118;967.4708994;13655.28007;10449.99956;
3961.750574;18423.83693;7716.976932;18624.82124;8767.637401;7275.557179;59205.52583;945.2782468;12990.21513;10243.09545;
3917.754465;18302.2125;7533.365805;18022.61723;8544.272711;7147.906656;56649.24474;936.2650929;12541.10503;10003.39786;
3913.878063;18338.57861;7461.234663;17744.72993;8458.581522;7083.303281;55973.70449;942.7143719;12453.77649;10019.88725;
3920.527785;18357.09668;7461.234663;17741.63898;8458.581522;7161.429824;55973.70449;942.4877008;12453.77649;10019.88725;
3944.16457;18228.51294;7460.980859;17802.59281;8660.805641;7175.893664;56069.68078;945.3231819;12554.78776;10229.52444;
4030.899966;17980.00334;7555.54537;18044.87926;9052.533527;7266.053475;57391.69208;940.7916267;13154.67279;10215.74453;
4242.334283;18442.66541;8036.299964;19036.45168;9519.058507;7452.15984;57476.56915;958.078308;13881.1929;10383.32714;
4564.619933;19028.42532;8743.447179;20745.99344;9874.902582;7802.148685;61300.42547;1021.361455;14482.04642;10883.82909;
4752.333803;19245.10924;9160.946623;21281.29143;10121.30383;8307.883098;64594.60587;1073.945225;15292.73551;11582.59659;
4876.338444;19502.59369;9341.297775;21595.47511;10145.14635;8559.428489;66826.10619;1103.286998;15979.85956;11966.01891;
4892.238453;19520.58055;9223.097755;21633.03876;9982.826095;8514.141555;66508.67165;1098.905634;15771.44192;11873.58281;
4896.854497;19506.05421;9186.638323;21728.06967;9922.634486;8519.290127;65947.28032;1095.277995;15689.42695;11873.58281;
4880.197189;19521.85502;9112.173067;21672.46056;9772.058293;8355.672963;65565.44848;1093.911659;15553.82409;11825.54224;
4869.669436;19520.81227;9099.009278;21641.81136;9723.496427;8333.858615;64767.4232;1094.143674;15505.0687;11807.63772;
4878.20996;19544.04784;9093.90635;21635.29508;9723.496427;8333.858615;64767.4232;1094.143674;15505.0687;11807.63772;
4983.82811;19766.74998;9274.040425;21570.97719;10025.0295;8430.571474;64773.59636;1101.584743;15530.87878;11829.27194;
5077.246909;20019.21087;9681.653049;22095.8499;10453.2448;8772.815352;67397.49773;1131.668074;16510.95478;12347.26338;
5072.068052;19948.46577;9736.990958;22470.98614;10527.70237;8751.39094;67666.13157;1135.724077;16571.21086;12459.78602;
5067.901281;19914.09225;9736.990958;22465.13094;10531.35031;8789.042952;68058.18186;1134.166542;16571.21086;12442.99473;
4941.654081;19798.27944;9572.900217;22618.31315;10188.05854;8536.142832;66739.85341;1119.889417;16403.65964;12139.10516;
4733.424158;19741.70216;9253.542102;22567.20647;10101.42478;8318.250089;67233.45688;1087.236932;16376.66314;12096.05742;
4408.022936;19228.74444;8632.343787;21584.40025;9814.043346;8014.77678;66548.79719;1019.437358;16053.14638;11799.4593;
4151.481552;19107.84468;8127.91586;21195.27304;9314.569714;7589.14171;63693.04764;963.0682912;15077.53392;11217.95049;
4162.170381;18667.47709;7959.474282;19846.21037;8943.191306;7453.248748;60649.118;967.4708994;13640.91461;10415.48767;
4066.23685;18320.46168;7716.976932;18660.62502;8767.637401;7366.497869;59446.67663;945.2782468;12992.30945;10243.09545;
4035.135188;18229.43874;7533.365805;18132.68943;8517.241246;7270.741259;56649.24474;936.2650929;12662.82984;9955.740389;
4023.831123;18233.65345;7461.234663;17892.35174;8458.581522;7299.595574;56965.77514;942.7143719;12640.4904;9911.227561;
4023.831123;18238.76445;7461.234663;17892.35174;8458.581522;7292.852583;56965.77514;942.4877008;12640.4904;10019.88725;
4038.268959;18210.98516;7460.980859;17953.30557;8660.805641;7314.059414;57626.63464;949.7438156;12736.09224;10188.61986;
4077.323885;18026.67342;7555.54537;18143.66474;9018.305637;7294.856536;58562.76491;945.7089927;13326.91816;10174.83995;
4288.368416;18520.37747;8036.299964;19362.88561;9519.058507;7439.770805;59103.28285;957.3106777;14129.96875;10383.32714;
4601.156597;19093.88017;8743.447179;20828.64394;9874.902582;7802.148685;62723.09749;1023.716556;14742.78505;10883.82909;
4770.600234;19279.31225;9160.946623;21354.55165;10121.30383;8307.883098;66023.17435;1086.53149;15563.641;11702.71606;
4885.803045;19528.25141;9391.856725;21929.19103;10145.14635;8559.428489;68214.74788;1123.652634;16325.05925;12123.24941;
4907.932024;19546.23827;9416.169225;22041.52465;9982.826095;8542.45619;67319.94349;1124.124001;16321.9666;12148.84097;
4907.932024;19506.05421;9416.169225;22024.56396;9916.776745;8514.141555;67319.94349;1124.124001;16321.9666;12148.84097;
4881.810116;19498.61944;9369.416778;21963.71988;9904.645138;8498.327006;67197.29089;1124.366058;16144.09206;12151.45051;
4879.822886;19470.67948;9382.58276;21920.41333;9930.674591;8515.993754;66955.59448;1124.598073;16095.33667;12126.435;
4879.822886;19470.67948;9382.58276;21920.41333;9930.674591;8515.993754;66995.52517;1124.598073;16095.33667;12053.89387;
4993.292711;19697.09572;9486.042449;22025.15867;10025.0295;8558.517966;67101.52895;1139.190259;16308.54882;12228.39455;
5096.86985;19866.21765;9750.056077;22416.27548;10453.2448;8817.475171;69970.28735;1164.969091;17311.67865;12702.1695;
5091.690993;19783.56292;9880.190885;22592.30165;10437.20118;8816.565653;71340.08218;1169.025094;17418.68804;12809.33704;
5070.226415;19749.1894;9863.879495;22684.9282;10513.87311;8822.449879;71245.79338;1167.588459;17318.62717;12757.56121;
4941.654081;19616.22481;9597.828862;22847.13569;10120.31726;8603.634052;69467.22148;1152.707994;16989.93429;12429.94979;
4733.424158;19559.64753;9238.284297;22785.58204;9985.662367;8318.250089;69432.78584;1120.471642;16750.07649;12388.91057;
4408.022936;19046.6898;8641.16551;21926.39105;9668.030795;8014.77678;67988.38305;1048.908722;16385.61555;12154.36682;
4151.481552;18924.76042;8155.524516;21562.12547;9144.116754;7596.151526;65280.3217;982.7623471;15614.04762;11549.20069;
4311.596402;18984.7392;8308.742825;20781.62493;8877.717556;7702.86757;64212.6766;1004.672385;14448.12581;10829.38542;
4247.111131;18758.49785;8036.890893;20286.93305;8727.432877;7671.452536;63430.28688;988.4992955;14156.49593;10704.41193;
4204.572849;18700.46028;7981.395659;19996.71384;8498.083551;7591.43309;60978.73519;988.3419583;13907.03915;10518.36542;
4194.885241;18677.55262;7963.501698;19910.03566;8525.968412;7575.030119;60677.02194;990.8236883;13877.5206;10483.00681;
4194.885241;18664.36415;7963.501698;19868.13165;8542.980327;7575.030119;61285.68237;1000.085659;13831.60376;10483.00681;
4379.482181;19080.12114;8441.668374;20487.83108;9465.554029;7969.668734;63006.67318;1040.807338;14243.64724;11119.86638;
5131.736546;20878.66044;10048.01358;22687.76136;10789.55507;9041.162193;69017.65634;1146.285624;16492.72984;12579.46825;
5489.710023;21189.77756;10809.20447;23337.33662;11507.60511;9747.75876;75422.93458;1257.052409;17851.78055;13755.68906;
5578.048838;21055.53631;11053.95974;23521.77039;11761.22223;10106.67344;80290.30846;1300.466138;18637.49872;14363.96374;
5619.26891;20849.7761;11195.48774;23538.54221;11772.90227;10229.22514;81580.85768;1313.80954;19112.79056;14527.86939;
5663.284033;20751.78402;11253.21568;23107.08218;11672.8611;10226.35287;81661.92718;1320.312638;19402.02771;14590.85514;
5664.792654;20718.3352;11250.27858;23111.36766;11628.54621;10183.95428;81520.42773;1321.331467;19307.89171;14458.41391;
5662.46752;20540.68546;11250.27858;23091.58912;11616.76671;10114.40785;80305.94401;1321.331467;19163.29665;14458.41391;
5653.523901;20555.04347;11252.3397;23032.01358;11598.77736;10057.51528;79992.6327;1313.029549;19109.11012;14345.59144;
5653.523901;20533.11078;11252.3397;23032.01358;11536.15532;10057.51528;79992.6327;1313.029549;19111.96766;14313.06377;
5653.523901;20555.04347;11252.3397;23032.01358;11525.54988;10048.19197;79920.3241;1313.029549;18962.94341;14291.84181;
5672.130953;20754.451;11290.70403;23121.34754;11605.35417;10072.77507;79920.3241;1311.693857;19052.56522;14299.82728;
5684.305314;20804.02198;11274.19859;23260.81315;11766.90049;10178.97857;81148.35447;1321.093401;19608.39081;14549.88393;
5686.630448;20804.02198;11274.19859;23306.85587;11794.42981;10214.76532;81339.01318;1321.093401;19699.58789;14671.98971;
5665.165871;20758.4493;11179.13359;23306.59808;11712.10248;10155.84366;82301.12217;1308.240551;19680.59249;14557.44189;
5498.834003;20491.26095;10810.52337;23387.34832;11296.36974;9828.792242;80362.64045;1285.221556;19328.73365;14344.89881;
5014.766524;20321.30176;9861.773421;24378.7357;10826.95133;9033.324263;79123.9941;1177.130147;18581.82917;13947.56124;
4719.363613;19752.87509;9301.797635;23671.23631;10357.25169;8568.530698;77795.83693;1110.704505;17917.41712;13477.80331;
4475.902197;19273.19349;8788.908134;22804.13543;9854.043809;8217.164511;74327.54143;1057.909129;17004.66689;12881.18135;
4280.38636;18984.7392;8328.099855;20756.62673;8877.717556;7695.709517;66993.9585;1002.399108;14165.1635;10839.19897;
4204.745876;18685.04422;8074.310721;20212.73355;8727.432877;7611.461569;66261.75299;985.9168157;13672.53562;10697.2572;
4139.821111;18504.35588;7959.000114;19954.80983;8498.083551;7577.803394;64038.01199;987.5239209;13546.52993;10530.20344;
4120.110163;18481.44821;7941.106153;19868.13165;8525.968412;7489.470657;63736.29874;990.8236883;13517.01138;10488.11624;
4120.110163;18681.72579;7930.791758;19868.13165;8509.066816;7489.470657;63785.82043;1000.903696;13699.20749;10509.82819;
4338.834972;19081.76068;8369.629325;20487.83108;9448.653576;7969.668734;66576.47509;1046.244162;14125.94197;11128.31131;
5163.318175;20764.53746;10014.25608;22687.76136;10694.54168;9046.116802;71440.91828;1148.830959;16428.00478;12527.6383;
5496.926632;21189.77756;10808.82185;23337.33662;11225.56698;9760.93219;77267.74326;1258.740114;17831.08509;13843.12123;
5586.386727;21055.53631;11015.35312;23521.77039;11633.91238;10154.88691;81820.31709;1306.642845;18641.22799;14486.52896;
5627.606799;20849.7761;11162.11835;23538.54221;11615.30342;10282.09272;82551.57947;1323.905642;19116.51983;14700.37959;
5638.774507;20846.80744;11137.22589;23107.08218;11517.1348;10226.35287;82216.51401;1324.146026;19402.02771;14800.80256;
5638.668573;20718.3352;11084.58388;23030.52554;11526.18092;10199.3196;81765.08601;1323.652126;19260.34263;14646.7521;
5604.570583;20703.80886;11025.85718;22974.71734;11474.60673;10097.91293;81520.42773;1321.331467;19136.70888;14458.41391;
5584.64016;20567.75319;11008.60513;23016.91104;11456.61738;10057.51528;80183.29141;1310.953137;18962.94341;14258.41606;
5584.64016;20556.48627;11008.60513;23016.91104;11456.61738;10057.51528;80183.29141;1298.158612;18930.34396;14221.78253;
5584.64016;20567.75319;10998.43435;23016.91104;11460.84378;10048.19197;79920.3241;1282.428113;18761.07822;14155.34329;
5596.42392;20754.451;10998.43435;23052.52721;11497.58613;10072.77507;79920.3241;1282.428113;18840.62087;14121.39009;
5588.245205;20804.02198;10985.22342;23143.61977;11647.35294;10153.93317;80897.51524;1280.87663;19297.09274;14374.03546;
5588.245205;20804.02198;10999.16452;23143.61977;11647.35294;10211.1986;81148.35447;1297.347849;19380.61425;14374.03546;
5576.70591;20758.4493;10999.16452;23122.23577;11614.31341;10149.30619;80760.06887;1292.460354;19217.27699;14322.30961;
5431.884253;20437.99336;10803.45634;23121.43177;11210.9272;9846.907216;78955.80664;1269.440329;18916.24798;13901.64856;
4962.45317;20208.57785;9929.680901;24133.9428;10652.39315;9051.439238;75128.04142;1158.301317;17960.37062;13315.38982;
4671.707047;19640.15118;9323.913065;23391.39387;10168.74537;8571.334625;72654.1471;1093.780073;17196.18708;12807.86153;
4415.642913;19160.46958;8717.917737;22455.97804;9582.324172;8230.990181;69016.53395;1032.064696;16211.07602;12104.86463;
4200.602736;19014.89364;8283.901887;20788.15141;8860.81596;7803.154682;60635.45832;983.023653;13982.32173;10478.6622;
4077.500986;18715.19866;8015.309382;19791.18704;8710.531281;7836.384229;58997.89872;965.1361419;13309.73404;10284.24225;
3999.562802;18504.35588;7879.33874;19485.9074;8481.181955;7853.262058;56735.14677;963.1447709;12960.50667;10003.91213;
3996.357322;18481.44821;7874.99503;19299.99706;8509.066816;7859.706065;56491.79406;970.3602639;12906.43318;9968.553521;
3996.357322;18486.55921;7874.99503;19352.13618;8525.968412;7907.281867;56746.62402;981.6466308;12906.43318;9968.553521;
4202.454695;18964.31052;8292.747181;20122.81637;9465.554029;8206.477933;58970.86386;1019.483645;13193.5959;10505.74869;
5040.804228;20822.48977;9746.943559;22494.95827;10789.55507;9127.235708;64554.21531;1108.644187;14959.43258;11587.3139;
5469.619883;21122.75968;10629.71778;23247.28289;11631.36533;9813.553553;72886.19404;1236.018541;17087.70732;13125.72465;
5540.215965;20925.00043;10990.03417;23332.02763;11761.22223;10223.40623;78789.75484;1294.940539;18069.31337;13955.65915;
5593.711987;20758.91056;11125.49392;23381.54927;11772.90227;10369.8496;79543.83142;1309.973577;18419.36907;14100.64423;
5608.95357;20732.08767;11137.22589;23012.26823;11705.60112;10383.70341;79658.27652;1311.960378;18511.10328;14124.82691;
5604.570583;20654.76035;11105.73453;23075.85614;11714.64724;10329.53436;79660.31086;1297.533898;18522.28386;14143.19782;
5604.570583;20551.95239;11094.43781;23672.65544;11681.90722;10234.30537;79070.85192;1285.648633;18499.58451;14143.19782;
