"AT"	"Balt"	"BE"	"DE"	"DK"	"Es"	"Fr"	"Nl"	"No"	"Se"	"Uk"
0.0023206663	0.058129072	0.1505369	0.23296551	0.28513226	0.30646515	0.28279325	0.21254979	0.11581338	0.023579054	0.00010394051
0	0	0	0	0	0	0	0	0	0	0
0	0	0.0024387783	0.060904812	0.15624942	0.24919967	0.31622517	0.3478747	0.30265245	0.23345742	0.1280449
0.026190054	0.00018588446	0	0	0	0	0	0	0	0	0
0	0	0	0	0.0024032178	0.05639175	0.14196916	0.20122622	0.24718544	0.2527409	0.2433936
0.1833704	0.09857976	0.022298817	0.0002759581	0	0	0	0	0	0	0
0	0	0	0	0	0	0.0025401358	0.055435624	0.13663371	0.22543117	0.2795293
0.293056	0.27996397	0.20738527	0.117341965	0.026238395	0.00032741815	0	0	0	0	0
0	0	0	0	0	0	0	0	0.0027749753	0.051400423	0.13100226
0.22828135	0.2854327	0.2904495	0.25469562	0.1920675	0.11016113	0.026418962	0.00037108973	0	0	0
0	0	0	0	0	0	0	0	0	0	0.004136935
0.072404586	0.17585209	0.2698796	0.34068093	0.37088758	0.33701906	0.2630453	0.15003973	0.03671635	0.0004059944	0
0	0	0	0	0	0	0	0	0	0	0
0	0.0033672326	0.048495	0.119027376	0.2015647	0.25566193	0.27066344	0.23803303	0.18421364	0.10286588	0.031112006
0.00034218238	0	0	0	0	0	0	0	0	0	0
0	0	0	0.006018222	0.08307421	0.18956777	0.2938274	0.35647884	0.35895932	0.32915992	0.2603313
0.15818286	0.045353707	0.0004544731	0	0	0	0	0	0	0	0
0	0	0	0	0	0.0077011473	0.0955325	0.20202035	0.30139443	0.3622132	0.3701769
0.3247108	0.23862217	0.13430755	0.03784504	0.0004930815	0	0	0	0	0	0
0	0	0	0	0	0	0	0.0052196854	0.062290728	0.16188657	0.27616903
0.35654718	0.38054347	0.33610606	0.24909352	0.14420995	0.038164232	0.00035849467	0	0	0	0
0	0	0	0	0	0	0	0	0	0.0048993467	0.046107795
0.09353909	0.14391218	0.16648692	0.1768661	0.16243377	0.12338982	0.07074439	0.02472382	0.00035017743	0	0
0	0	0	0	0	0	0	0	0	0	0
0.008801399	0.08581026	0.17568211	0.25422233	0.3198445	0.34954527	0.30883121	0.22699101	0.13381411	0.041827958	0.000600631
0	0	0	0	0	0	0	0	0	0	0
0	0	0.008874897	0.08832554	0.18319309	0.24779989	0.30733097	0.31685954	0.28741682	0.24348168	0.15306087
0.052238345	0.0009056324	0	0	0	0	0	0	0	0	0
0	0	0	0	0.010458617	0.09514811	0.21430685	0.30895653	0.39126325	0.39287704	0.33930436
0.27060318	0.16188551	0.052896105	0.0008831128	0	0	0	0	0	0	0
0	0	0	0	0	0	0.0073520048	0.064371385	0.1346945	0.18929827	0.21516411
0.2188593	0.20401615	0.16333309	0.09744862	0.034635596	0.00069473515	0	0	0	0	0
0	0	0	0	0	0	0	0	0.011500478	0.09090461	0.20331582
0.30384815	0.36730325	0.40447012	0.38589677	0.3080516	0.18886681	0.06569266	0.001756649	0	0	0
0	0	0	0	0	0	0	0	0	0	0.014941066
0.11001106	0.23195167	0.33929557	0.41459587	0.42846617	0.38882908	0.3033075	0.18568902	0.06542331	0.0020881612	0
0	0	0	0	0	0	0	0	0	0	0
0	0.013966351	0.08820659	0.19642091	0.27289575	0.33635977	0.3501578	0.33188498	0.25757247	0.16385826	0.061416596
0.0024868997	0	0	0	0	0	0	0	0	0	0
0	0	0	0.018000748	0.122394234	0.24050844	0.35935798	0.4231588	0.42459133	0.39273974	0.30060658
0.1937541	0.07751928	0.0030932634	0	0	0	0	0	0	0	0
0	0	0	0	0	0.022079863	0.13657646	0.26800248	0.3891512	0.46734577	0.46597463
0.40940186	0.31835392	0.19545713	0.07130253	0.0032540222	0	0	0	0	0	0
0	0	0	0	0	0	0	0.025923625	0.15129375	0.29490292	0.4148982
0.48903254	0.50467193	0.46312705	0.37241414	0.24129647	0.0941718	0.0045906403	0	0	0	0
0	0	0	0	0	0	0	0	0	0.02685182	0.14434798
0.27724677	0.37741944	0.4264079	0.42666316	0.38360924	0.2901812	0.17979416	0.07298786	0.0045355326	0	0
0	0	0	0	0	0	0	0	0	0	0
0.022981329	0.114943944	0.23031738	0.3328745	0.36040065	0.34637347	0.32180816	0.25978342	0.17890152	0.08678801	0.0056099347
0	0	0	0	0	0	0	0	0	0	0
0	0	0.024731899	0.1328982	0.261154	0.37792736	0.44372	0.45474777	0.40863204	0.3258803	0.21694665
0.09466492	0.0069627347	0	0	0	0	0	0	0	0	0
0	0	0	0	0.034217354	0.16040958	0.31038237	0.4275523	0.49432382	0.51570106	0.48210624
0.38631248	0.25168917	0.10429843	0.007889767	0	0	0	0	0	0	0
0	0	0	0	0	1.7020126e-05	0.03146553	0.14780046	0.26595706	0.3553153	0.41482726
0.42680582	0.4011556	0.3320132	0.22760999	0.099361524	0.008637186	0	0	0	0	0
0	0	0	0	0	0	0	3.453677e-05	0.034178004	0.15522149	0.2848397
0.38149947	0.46780583	0.4978071	0.46796978	0.37822476	0.2599526	0.11258932	0.009987507	0	0	0
0	0	0	0	0	0	0	0	0	8.451413e-05	0.035510715
0.1424397	0.274498	0.39412493	0.47259417	0.49596807	0.45269904	0.37203866	0.2387679	0.1098021	0.010876577	0
0	0	0	0	0	0	0	0	0	0	0
0.000119700824	0.037215352	0.1414758	0.25579497	0.37478688	0.437069	0.46042883	0.4305297	0.3568624	0.23235635	0.10528327
0.011570577	0	0	0	0	0	0	0	0	0	0
0	0	0.00020358134	0.05087586	0.19007589	0.33441123	0.4529206	0.53409046	0.5491426	0.50934917	0.4180884
0.28392628	0.12965146	0.014495907	0	0	0	0	0	0	0	0
0	0	0	0	0.00032843527	0.060231984	0.21214758	0.36444527	0.48214248	0.55102247	0.56344914
0.52006114	0.42476526	0.29012996	0.13521564	0.016236221	0	0	0	0	0	0
0	0	0	0	0	0	0.00047159192	0.06398783	0.21829735	0.36994365	0.48363838
0.55125415	0.56375206	0.52059	0.42634758	0.2929764	0.13875276	0.01778676	0	0	0	0
0	0	0	0	0	0	0	0	0.0006669338	0.06856847	0.22272162
0.37446973	0.4893664	0.5566659	0.5726596	0.52911925	0.43357816	0.29919192	0.14358595	0.019497758	0	0
0	0	0	0	0	0	0	0	0	0	0.0008093401
0.05833748	0.1848379	0.31807688	0.43032885	0.5038104	0.5296656	0.5004906	0.4117648	0.28654668	0.13959478	0.02021154
0	0	0	0	0	0	0	0	0	0	0
0	0.001179384	0.07040477	0.21034901	0.34358847	0.4511546	0.5092474	0.534561	0.4842152	0.40009418	0.27708718
0.13667136	0.021182885	0	0	0	0	0	0	6.479742e-17	6.486048e-17	6.5000164e-17
6.509958e-17	6.51122e-17	6.508822e-17	0.0014637862	0.07017085	0.20666906	0.354837	0.46056756	0.5185734	0.5316595	0.47972527
0.39133766	0.26993757	0.13366106	0.021621939	6.889629e-08	6.350189e-17	6.3813523e-17	6.400579e-17	6.418953e-17	6.4285294e-17	0
0	0	0	0	0	0.002238384	0.08057088	0.2343798	0.3895078	0.50631547	0.57617444
0.5919747	0.5498752	0.45365337	0.31907523	0.15992345	0.026931645	2.3221824e-05	0	0	0	0
0	0	0	0	0	0	0	0.0029398242	0.09227059	0.2550628	0.40590182
0.51304466	0.58129454	0.5947845	0.55136216	0.4441365	0.2945474	0.13955715	0.024312431	5.882229e-05	0	0
0	0	0	0	0	0	0	0	0	0.0026758462	0.06557933
0.16637716	0.25430596	0.33735973	0.40849838	0.3983068	0.36385372	0.32008073	0.22016338	0.11878816	0.022042153	6.864796e-05
0	0	0	0	0	0	0	0	0	0	0
0.0017526645	0.040114503	0.1264422	0.2251799	0.33670133	0.40707803	0.46186972	0.43566415	0.36262423	0.26659748	0.141525
0.029243888	0.0001205802	0	0	0	0	0	0	0	0	0
0	0	0.0050912267	0.09684365	0.25023133	0.40930736	0.51831377	0.58593947	0.60036176	0.5592984	0.46375018
0.33017364	0.17240688	0.035143938	0.0002020624	0	0	0	0	0	0	0
0	0	0	0	0.0064109573	0.098870195	0.2519661	0.39086503	0.48807552	0.5466329	0.5389019
0.47644666	0.37223467	0.24258484	0.11390191	0.02070634	0.00021500299	0	0	0	0	0
0	0	0	0	0	0	0.006539022	0.09531451	0.23550278	0.34834057	0.40774572
0.4495087	0.4625478	0.44933048	0.3613863	0.26781386	0.15508315	0.03580468	0.00037683596	0	0	0
0	0	0	0	0	0	0	0	0.009462569	0.1208943	0.28927842
0.44773254	0.5501006	0.59734213	0.6178795	0.58630073	0.4946502	0.35601416	0.19370808	0.044084854	0.00039672558	0
0	0	0	0	0	0	0	0	0	0	0.008230185
0.09494251	0.24134466	0.36589718	0.492052	0.5555009	0.56015146	0.50507575	0.3972687	0.28096265	0.16223714	0.038138185
0.00031177117	0	0	0	0	0	0	0	0	0	0
0	0.010584707	0.106072135	0.2474536	0.37382036	0.4724552	0.4977818	0.46036452	0.38704535	0.32613084	0.23534885
0.14361086	0.04023745	0.00031432035	0	0	0	0	0	0	0	0
0	0	0	0.01196471	0.122687176	0.26108888	0.38140342	0.44205704	0.45939872	0.43653232	0.39825848
0.31126523	0.2233094	0.13883854	0.036363855	0.00034211532	0	0	0	0	0	0
0	0	0	0	0	0.016064217	0.13707657	0.3011294	0.45324174	0.55669147	0.61586183
0.624937	0.55505437	0.4108687	0.25126246	0.1301367	0.03479154	0.000392743	0	0	0	0
0	0	0	0	0	0	0	0.014014203	0.11919403	0.26679128	0.41046837
0.5100096	0.6161616	0.6482422	0.6177592	0.5259828	0.38833842	0.21908072	0.059480265	0.00055998575	0	0
0	0	0	0	0	0	0	0	0	0.02191515	0.16041131
0.33594272	0.48872513	0.5987434	0.6660937	0.67658377	0.6296386	0.5280542	0.38764024	0.21952787	0.061440203	0.00069084
0	0	0	0	0	0	0	0	0	0	0
0.023214368	0.15585405	0.3251117	0.47108212	0.5776822	0.641343	0.6517325	0.6027561	0.5108899	0.37779355	0.21570246
0.062297426	0.0007285149	0	0	0	0	0	0	0	0	0
0	0	0.025447175	0.16189632	0.32822576	0.47134477	0.58143103	0.64601487	0.6584964	0.6147426	0.5186857
0.3867872	0.22315165	0.06682837	0.0008639618	0	0	0	0	0	0	0
0	0	0	0	0.029239114	0.17082088	0.33467516	0.4886335	0.60248846	0.66726214	0.68001676
0.6333228	0.5348072	0.39804155	0.2309191	0.07065429	0.0010267242	0	0	0	0	0
0	0	0	0	0	0	0.03304757	0.18129706	0.35568154	0.505896	0.6098438
0.6740699	0.68326515	0.63688916	0.53744334	0.40082404	0.23374887	0.07373451	0.0012525197	0	0	0
0	0	0	0	0	0	0	0	0.036572386	0.18760952	0.35780135
0.50850123	0.61011124	0.6744437	0.6824792	0.63609225	0.5371036	0.40280452	0.23664777	0.07646309	0.001470558	0
0	0	0	0	0	0	0	0	0	1.562185e-05	0.03940232
0.19067091	0.35946178	0.5093198	0.60866386	0.6715052	0.68043774	0.63436395	0.53676665	0.40344083	0.23826785	0.07864101
0.0017718339	0	0	0	0	0	0	0	0	0	0
3.6283232e-05	0.041897696	0.1935352	0.36156246	0.51015794	0.60686135	0.6699472	0.679106	0.63398415	0.53612816	0.40488037
0.24047124	0.08084544	0.0021250611	0	0	0	0	0	0	0	0
0	0	9.569245e-05	0.046226405	0.20127858	0.3700802	0.51812464	0.61592776	0.6789246	0.6868018	0.64123356
0.54400283	0.41064966	0.24485715	0.084359415	0.0025620072	0	0	0	0	0	0
0	0	0	0	0.00013961628	0.049157914	0.19509584	0.36016285	0.51592267	0.61493474	0.67722756
0.6854699	0.6399673	0.54396075	0.41249564	0.24835774	0.08740571	0.0030192886	0	0	0	0
0	0	0	0	0	0	0.00022562916	0.054211948	0.21151353	0.37893447	0.5269124
0.6218131	0.6836879	0.6902968	0.644249	0.5470151	0.41148356	0.24739721	0.08902347	0.0035519202	0	0
0	0	0	0	0	0	0	0	0.00030692783	0.05637573	0.20894828
0.37373978	0.52080595	0.6157304	0.67291623	0.68248254	0.6335708	0.5302751	0.39629516	0.23287046	0.084561296	0.003868043
0	0	0	0	0	0	0	0	0	0	0.0004033519
0.046522424	0.16763018	0.32104138	0.4471065	0.5408858	0.6166662	0.63151133	0.5717186	0.45506096	0.32382467	0.19448994
0.06950502	0.0034608205	0	0	0	0	0	0	0	0	0
0	0.00041151856	0.039712057	0.14010711	0.25714123	0.3684777	0.4139836	0.46681336	0.45012227	0.43184343	0.3595745
0.285261	0.17824236	0.072380595	0.0044525587	0	0	0	0	0	0	0
0	0	0	0.00085012557	0.060694207	0.20015754	0.36113253	0.48317695	0.5918722	0.6570444	0.66051
0.6019231	0.51076126	0.38744485	0.23529048	0.087985404	0.005454088	0	0	0	0	0
0	0	0	0	0	0.0011433469	0.06303904	0.21132542	0.37133783	0.5073326	0.60461754
0.6703413	0.6740366	0.6266256	0.5304271	0.39817458	0.2414156	0.09415284	0.0063177296	0	0	0
0	0	0	0	0	0	0	0.0015069722	0.05478053	0.15864894	0.28701416
0.43666592	0.5327941	0.55455595	0.53287435	0.44847408	0.3724707	0.2935969	0.19133285	0.076713175	0.0055249576	0
0	0	0	0	0	0	0	0	0	0.0021382014	0.08339346
0.24902953	0.40896165	0.5352004	0.6126054	0.6723324	0.6498403	0.6005046	0.49950245	0.37943837	0.2356749	0.100211814
0.0084486	0	0	0	0	0	0	0	0	0	0
0.0027049165	0.087954834	0.25680032	0.43234798	0.5720768	0.6768426	0.7300934	0.73775536	0.69929975	0.6053998	0.46398845
0.29476568	0.1229954	0.010377305	0	0	0	0	0	0	0	0
0	0	0.0035071638	0.09561231	0.26690382	0.4400704	0.5872366	0.69315153	0.74949884	0.75152344	0.699535
0.598854	0.45689607	0.291946	0.12341224	0.011232504	0	0	0	0	0	0
0	0	0	0	0.0041672545	0.09643764	0.2604644	0.42476633	0.5512923	0.63617563	0.65083843
0.59101	0.49786824	0.4291667	0.32512766	0.23249894	0.100856274	0.010726185	0	0	0	0
0	0	0	0	0	0	0.004253003	0.08592578	0.24885245	0.39662948	0.53634
0.58346087	0.5485411	0.5418803	0.49249107	0.42076474	0.3344835	0.22644305	0.11079389	0.012382959	0	0
0	0	0	0	0	0	0	0	0.006112196	0.10635906	0.27643815
0.44548804	0.5884584	0.6916612	0.7457813	0.74711615	0.6962326	0.59725994	0.46001717	0.29738194	0.13132906	0.014656909
0	0	0	0	0	0	0	0	0	0	0.007254811
0.110282935	0.2778209	0.44413903	0.58465475	0.6850635	0.7379747	0.739291	0.6897546	0.59341943	0.45854983	0.29812023
0.13348249	0.01579336	0	0	0	0	0	0	0	0	0
0	0.008677616	0.116052404	0.28502715	0.45078298	0.59115106	0.69155365	0.7446879	0.74563134	0.6925982	0.58349454
0.45466322	0.29910362	0.13759443	0.017222023	0	0	0	0	0	0	0
0	0	0	0.010421227	0.12475195	0.29739505	0.46561083	0.60628337	0.7061638	0.7577559	0.75215065
0.694714	0.59215444	0.46140683	0.30057043	0.13717805	0.018375952	0	0	0	0	0
0	0	0	0	0	0.011571449	0.12448857	0.2925571	0.45294458	0.58204544	0.6707492
0.7178916	0.7070776	0.6484743	0.5377789	0.40071654	0.2610524	0.12382143	0.017776951	0	0	0
0	0	0	0	0	0	0	0.012196747	0.122226246	0.27406815	0.44277704
0.57304066	0.6763115	0.7243635	0.66504246	0.5788416	0.48522794	0.38112321	0.25368202	0.12681633	0.019340647	0
0	0	0	0	0	0	0	0	0	0.013066835	0.116255604
0.26024094	0.416708	0.5460863	0.6357396	0.6591418	0.62568307	0.5761318	0.4706468	0.35459656	0.2470316	0.12836692
0.020707995	0	0	0	0	0	0	0	0	0	0
0.015904285	0.13303018	0.2794561	0.44320482	0.58484465	0.67211777	0.7044006	0.68293923	0.59514594	0.49696362	0.4064378
0.26234218	0.12439094	0.020408532	1.5683256e-05	0	0	0	0	0	0	0
0	0	0.014882682	0.10986147	0.23720336	0.37357688	0.46389234	0.55801123	0.58340883	0.61428714	0.60057205
0.48134243	0.33320215	0.2230815	0.10169552	0.017562594	2.7757851e-05	0	0	0	0	0
0	0	0	0	0.01348139	0.0926157	0.2488273	0.38812992	0.5504264	0.64483476	0.68800527
0.6865935	0.60662115	0.5099119	0.39984012	0.2714974	0.14348245	0.02787744	6.824245e-05	0	0	0
0	0	0	0	0	0	0.022410298	0.15124056	0.33257183	0.4999774	0.63341844
0.72559226	0.7707824	0.76234674	0.7117153	0.60861236	0.48421592	0.32778692	0.16182691	0.029797904	0.00010018021	0
0	0	0	0	0	0	0	0	0.025008036	0.15519139	0.32631123
0.48869655	0.6236885	0.7164684	0.7595446	0.75140667	0.6883266	0.5780665	0.43495333	0.27451932	0.1314787	0.025941782
0.00011650781	0	0	0	0	0	0	0	0	0	0.026483025
0.15541819	0.31806713	0.47701848	0.60889196	0.6958557	0.7369066	0.71715033	0.6459586	0.5624083	0.43074292	0.2593961
0.13825963	0.028820504	0.00017053037	0	0	0	0	0	0	0	0
0	0.02520988	0.14108877	0.2737888	0.42227376	0.54914266	0.631687	0.6561203	0.6511217	0.5924298	0.49560314
0.34763607	0.22319713	0.11040961	0.02601328	0.00022043791	0	0	0	0	0	0
0	0	1.5649925e-05	0.024643129	0.12959951	0.2354316	0.3261642	0.36197096	0.42161992	0.42820767	0.4637896
0.46074352	0.3540284	0.29788393	0.18976596	0.086363725	0.021778723	0.00020234908	0	0	0	0
0	0	0	0	3.4216097e-05	0.022341317	0.11002393	0.2214944	0.32765347	0.42296883	0.4909658
0.5486149	0.5867047	0.5848266	0.5071162	0.4036573	0.28337437	0.14358163	0.032665122	0.0001641034	0	0
0	0	0	0	0	0	8.453336e-05	0.036282744	0.1734422	0.33316213	0.5057467
0.64782923	0.7423908	0.7972788	0.7920413	0.73136187	0.64641064	0.5142766	0.34945458	0.18227015	0.042391337	0.00020708748
0	0	0	0	0	0	0	0	8.212261e-05	0.040639523	0.1826816
0.3568109	0.5194126	0.6572172	0.7489471	0.7958622	0.7929636	0.74732524	0.65101093	0.5154275	0.3539572	0.18549931
0.044452	0.00029039753	0	0	0	0	0	0	0	0	0.00012874666
0.043292917	0.1869636	0.35423946	0.5145569	0.6458102	0.7458471	0.7914514	0.78620076	0.7216642	0.61836743	0.48766884
0.33982998	0.1828247	0.045439232	0.00035246878	0	0	0	0	0	0	0
0	0.00018536282	0.04616222	0.19063291	0.3603945	0.51956457	0.6506032	0.73969626	0.7781429	0.7602947	0.65883714
0.50435585	0.35466787	0.23240383	0.12878422	0.035349023	0.00040359775	0	0	0	0	0
0	0	0	0.00025249226	0.04406216	0.17703111	0.3096844	0.43141046	0.5438616	0.6396792	0.6930538
0.6947531	0.6533602	0.56919706	0.45787725	0.3261928	0.16958265	0.04478448	0.0003456966	0	0	0
0	0	0	0	0	0.0003688349	0.042945046	0.17549624	0.34015837	0.49062386	0.6132111
0.67304265	0.68707544	0.6603332	0.6179592	0.568659	0.4344652	0.3099715	0.16998373	0.047412492	0.00042036895	0
0	0	0	0	0	0	0	0.00045539674	0.04525287	0.15646356	0.29627812
0.41981426	0.5315521	0.5995367	0.63350844	0.62963223	0.5520207	0.47936243	0.3481813	0.23921025	0.12608388	0.037876964
0.00055331684	0	0	0	0	0	0	0	0	0.00056831085	0.04581148
0.155522	0.28923407	0.4430111	0.55176145	0.64053714	0.6514021	0.60813755	0.5730967	0.48773387	0.3567382	0.2213671
0.10830652	0.02984415	0.00041325277	0	0	0	0	0	0	0	0
0.0005370367	0.023519175	0.07292807	0.16077736	0.17540786	0.2326386	0.2632269	0.28074503	0.32416457	0.32115793	0.30616716
0.25075713	0.1707589	0.11049592	0.035033576	0.00070278376	0	0	0	0	0	0
0	0	0.0009093842	0.05101196	0.17623633	0.33267948	0.49647382	0.6236961	0.6983664	0.7465296	0.7540593
0.71836776	0.64890116	0.5149633	0.36052456	0.20022891	0.058722045	0.00095406576	0	0	0	0
0	0	0	0	0.0013041734	0.063930355	0.21185303	0.38424024	0.53803444	0.67129046	0.7581521
0.8015036	0.7786158	0.7324421	0.62241495	0.4872976	0.33801708	0.19580364	0.05869634	0.0010856698	0	0
0	0	0	0	0	0	0.0015069265	0.061905976	0.20305103	0.3677379	0.52494735
0.6492762	0.7333315	0.7487351	0.70398283	0.6743966	0.58642787	0.47489977	0.3223318	0.17582276	0.05024343	0.0007250341
0	0	0	0	0	0	0	0	0.0014683175	0.045408342	0.14586678
0.27964237	0.40159765	0.51268065	0.59459525	0.6399873	0.67385435	0.61602426	0.5541668	0.42002803	0.30253083	0.16167356
0.052946642	0.0012529452	0	0	0	0	0	0	0	0	0.0020719415
0.06266426	0.18791859	0.35277125	0.4950483	0.6125738	0.66409355	0.6260147	0.58749914	0.5802931	0.48294166	0.3874913
0.2690194	0.16482578	0.05410615	0.0013471624	0	0	0	0	0	0	0
0	0.0019293732	0.04992496	0.15556496	0.23752446	0.3518146	0.4652777	0.50814277	0.52148354	0.49743217	0.45670596
0.3922783	0.34161925	0.24422376	0.15161684	0.053187165	0.0016479582	0	0	0	0	0
0	0	0	0.0017909348	0.049890935	0.14455833	0.23053873	0.3472765	0.43321982	0.50601965	0.53619313
0.48332953	0.49837595	0.4369197	0.38042292	0.28968045	0.1590553	0.053190283	0.001919485	0	0	0
0	0	0	0	0	0.0018355377	0.044735897	0.14070754	0.18223451	0.29848412	0.38642126
0.5139006	0.5591373	0.5355444	0.51102906	0.4930698	0.40660232	0.2691889	0.15073161	0.05454644	0.002521417	0
0	0	0	0	0	0	0	0.002508743	0.050136287	0.1468318	0.26708645
0.41186076	0.5371979	0.6097074	0.6469575	0.6379588	0.60182303	0.51231545	0.3946975	0.29417035	0.16436155	0.05809341
0.003048291	0	0	0	0	0	0	0	0	0.0032676337	0.056014866
0.1504835	0.25298485	0.34244528	0.40438434	0.49026927	0.53413934	0.5698753	0.5256021	0.4477428	0.350028	0.2475072
0.14278801	0.05238662	0.0020014665	0	0	0	0	0	0	0	0
0.0037854253	0.05695458	0.14603432	0.27206537	0.4247652	0.56451285	0.61457276	0.64006364	0.6400699	0.6036363	0.53054965
0.4349754	0.30676213	0.18359214	0.06601926	0.0037593322	0	0	0	0	0	0
0	0	0.0052048936	0.080587395	0.22149941	0.38573864	0.53733087	0.67026716	0.70610875	0.6997505	0.61190474
0.57707316	0.49471757	0.40694794	0.28371546	0.17980841	0.065963455	0.004496229	0	0	0	0
0	0	0	0	0.006023035	0.0849526	0.23139147	0.37982112	0.5326705	0.62728536	0.6561135
0.66004753	0.5887839	0.5462963	0.4879355	0.396396	0.30803785	0.17188427	0.06491579	0.004835155	0	0
0	0	0	0	0	0	0.006386979	0.08243503	0.2181809	0.3646326	0.50535953
0.62863386	0.7012315	0.72817284	0.6526935	0.6409442	0.53368825	0.441956	0.30421653	0.17537162	0.06811027	0.0052067144
0	0	0	0	0	0	0	0	0.006696276	0.079273924	0.20809846
0.3605893	0.5200767	0.64762366	0.70188403	0.75951356	0.72657734	0.66818213	0.5564542	0.40065968	0.26080886	0.1371998
0.056766745	0.005331016	0	0	0	0	0	0	0	0	0.0068339226
0.072900884	0.19086014	0.31509835	0.43770608	0.53749293	0.56428045	0.5949212	0.6250834	0.53786546	0.4958815	0.36296976
0.28335163	0.14957955	0.06407343	0.0057678446	0	0	0	0	0	0	0
0	0.0068218918	0.06630698	0.16261989	0.29334736	0.41703054	0.53617245	0.5905875	0.5916717	0.6361256	0.6117545
