"AT"	"Balt"	"BE"	"DE"	"DK"	"Es"	"Fr"	"Nl"	"No"	"Se"	"Uk"
0.23442824	0.19566004	0.11307649	0.03121179	0.00042146508	0	0	0	0	0	0
0	0	0	0	0	0	0	0.004741719	0.061914925	0.14467172	0.23209907
0.28445938	0.3119424	0.2892076	0.22961661	0.13755742	0.03795504	0.00053347	0	0	0	0
0	0	0	0	0	0	0	0	0	0.006080927	0.06545966
0.15154457	0.21495499	0.28019	0.2855377	0.2474558	0.17669147	0.101891756	0.030232279	0.0004762053	0	0
0	0	0	0	0	0	0	0	0	0	0
0.0062511517	0.06365556	0.13845919	0.19913611	0.24531049	0.27135047	0.24683776	0.20339008	0.118276566	0.036732	0.00064837263
0	0	0	0	0	0	0	0	0	0	0
0	0	0.008030021	0.0825565	0.1627105	0.23088796	0.2703621	0.3068836	0.28387308	0.22586752	0.1344108
0.04216121	0.0007630495	0	0	0	0	0	0	0	0	0
0	0	0	0	0.0075147	0.07269451	0.15900692	0.23171535	0.29035962	0.3050919	0.27646774
0.20798233	0.12507993	0.041664813	0.0009104987	0	0	0	0	0	0	0
0	0	0	0	0	0	0.009013243	0.078586414	0.16505039	0.24162887	0.29838026
0.31607863	0.27198938	0.21140023	0.119079314	0.034885243	0.0006901519	0	0	0	0	0
0	0	0	0	0	0	0	0	0.007207625	0.054139942	0.12603939
0.1910132	0.23556246	0.2582077	0.22931038	0.18089665	0.10809091	0.03696412	0.0009333485	0	0	0
0	0	0	0	0	0	0	0	0	0	0.007475168
0.0579808	0.12459939	0.18350121	0.22448777	0.2207211	0.16719452	0.14460804	0.08780722	0.02684731	0.0010039831	0
0	0	0	0	0	0	0	0	0	0	0
0	0.010619853	0.07867556	0.16251491	0.2280432	0.29395515	0.30514243	0.28728005	0.23991096	0.1512639	0.056122884
0.0016072688	0	0	0	0	0	0	0	0	0	0
0	0	0	0.007691789	0.037933733	0.074953236	0.106768355	0.12642741	0.12551108	0.097887374	0.07800713
0.051601656	0.019924752	0.00090101646	0	0	0	0	0	0	0	0
0	0	0	0	0	0.006800596	0.049487848	0.12334053	0.2089816	0.29985803	0.30987355
0.26836872	0.16293405	0.095766895	0.049728006	0.002947661	0	0	0	0	0	0
0	0	0	0	0	0	0	0.008903189	0.04637868	0.09054688	0.13000381
0.17180984	0.18273722	0.1724699	0.13378625	0.08887565	0.036029525	0.002265398	0	0	0	0
0	0	0	0	0	0	0	0	0	0.0145646045	0.07823431
0.17693715	0.27636355	0.34793046	0.3608099	0.33469042	0.27274838	0.1893686	0.07993353	0.0045350012	0	0
0	0	0	0	0	0	0	0	0	0	0
0.026273366	0.1344403	0.25645196	0.35059303	0.43194404	0.45978156	0.42286482	0.33815318	0.21721096	0.08689584	0.004828764
0	0	0	0	0	0	0	0	0	0	0
0	0	0.020636655	0.099829935	0.19731666	0.27521154	0.3291559	0.3540798	0.35109517	0.2832217	0.18907875
0.07775196	0.00501407	0	0	0	0	0	0	0	0	0
0	0	0	0	0.026055995	0.118246935	0.23720306	0.34020075	0.40059322	0.41352022	0.38244468
0.29665804	0.18875611	0.077308126	0.0055492823	0	0	0	0	0	0	0
0	0	0	0	0	1.3506319e-05	0.020006575	0.09372878	0.17426175	0.24601372	0.29877505
0.31829357	0.301357	0.23192015	0.14323685	0.062150497	0.0053106262	0	0	0	0	0
0	0	0	0	0	0	0	2.7341664e-05	0.020276053	0.09740051	0.18231156
0.26190105	0.32215628	0.36399353	0.32974166	0.26612353	0.1933515	0.0939575	0.008201136	0	0	0
0	0	0	0	0	0	0	0	0	4.983072e-05	0.026245808
0.11276166	0.2104322	0.3058322	0.36653227	0.37131688	0.35016876	0.28061834	0.17710711	0.08513538	0.009200402	0
0	0	0	0	0	0	0	0	0	0	0
3.8982438e-05	0.019105872	0.07709853	0.14074264	0.18387331	0.21290772	0.20309494	0.17677799	0.11788498	0.08107262	0.03674981
0.0043838983	0	0	0	0	0	0	0	0	0	0
0	0	4.9617047e-05	0.020642024	0.0811104	0.16247553	0.22235735	0.2782102	0.27522552	0.25480384	0.21158727
0.1596799	0.07638343	0.009281635	0	0	0	0	0	0	0	0
0	0	0	0	0.00011843383	0.02504359	0.10052165	0.17252816	0.24151428	0.31306875	0.35003108
0.3248866	0.2689786	0.19189553	0.088182	0.011247803	0	0	0	0	0	0
0	0	0	0	0	0	0.00015058422	0.023187328	0.08723007	0.15337838	0.20296267
0.24435332	0.25606033	0.21121603	0.18439263	0.1112042	0.062858656	0.008957983	0	0	0	0
0	0	0	0	0	0	0	0	0.00019958917	0.02817794	0.09358673
0.1554177	0.21477303	0.21359274	0.22766775	0.21785435	0.17023212	0.1175233	0.060288265	0.008339536	0	0
0	0	0	0	0	0	0	0	0	0	0.00025534356
0.021628685	0.06905206	0.13551542	0.1726089	0.20659286	0.2193567	0.19108611	0.14466177	0.08711383	0.047537535	0.0075620716
0	0	0	0	0	0	0	0	0	0	0
0	0.0003878186	0.021983635	0.07033004	0.13741402	0.20024994	0.24223612	0.23576231	0.21206926	0.16619964	0.11688476
0.062130053	0.009423805	0	0	0	0	0	0	0	0	0
0	0	0	0.0004479606	0.02198996	0.06437457	0.12737727	0.18022	0.23379138	0.25167984	0.25748187
0.19987838	0.14077903	0.06552373	0.011298754	0	0	0	0	0	0	0
0	0	0	0	0	0.0017845458	0.06364428	0.20222284	0.35734835	0.4666805	0.5215155
0.52965665	0.48951495	0.3917581	0.24975997	0.11098891	0.017333796	3.925852e-05	0	0	0	0
0	0	0	0	0	0	0	0.0010483298	0.037368387	0.11298836	0.19398929
0.270405	0.30115235	0.31243196	0.27809554	0.22963545	0.14680254	0.075563185	0.015974816	6.5736465e-05	0	0
0	0	0	0	0	0	0	0	0	0.0016142869	0.035043474
0.10435982	0.18455717	0.24785024	0.27385274	0.28656375	0.24915023	0.17114505	0.10236286	0.055326823	0.009114383	4.0586277e-05
0	0	0	0	0	0	0	0	0	0	0
0.0012653066	0.025999442	0.09850305	0.18369976	0.27096018	0.34970853	0.38835514	0.39186382	0.34463143	0.24338263	0.13083196
0.026134692	0.00013766476	0	0	0	0	0	0	0	0	0
0	0	0.0048717493	0.06871963	0.18572557	0.29563397	0.38104746	0.46503896	0.48415333	0.46863082	0.3704062
0.24916536	0.14082147	0.030786185	0.0002348497	0	0	0	0	0	0	0
0	0	0	0	0.0057527414	0.07826256	0.19736491	0.30531582	0.406239	0.45165166	0.481096
0.4384868	0.35111678	0.24823624	0.12614067	0.027330125	0.00031054133	0	0	0	0	0
0	0	0	0	0	0	0.0062412038	0.07868411	0.19945186	0.32205862	0.39038616
0.42555085	0.43404543	0.39171925	0.32273093	0.21868855	0.11484223	0.025315184	0.0003753065	0	0	0
0	0	0	0	0	0	0	0	0.005147738	0.06279391	0.13492608
0.19792065	0.26108298	0.28234842	0.2600142	0.24878247	0.17425995	0.13176654	0.06982985	0.01900552	0.00035274593	0
0	0	0	0	0	0	0	0	0	0	0.006790233
0.083266795	0.21242847	0.35068682	0.43931282	0.4711621	0.46038198	0.38252562	0.3024927	0.20966946	0.103296965	0.027874012
0.00020018833	0	0	0	0	0	0	0	0	0	0
0	0.008261967	0.08838767	0.19219428	0.30627805	0.4023631	0.4340989	0.450274	0.41787168	0.3081532	0.23359512
0.13422975	0.03265464	0.00021751659	0	0	0	0	0	0	0	0
0	0	0	0.009079044	0.081632935	0.21281224	0.3371939	0.4140153	0.479813	0.49655664	0.45502478
0.37531587	0.25847283	0.14357251	0.037667237	0.00026565153	0	0	0	0	0	0
0	0	0	0	0	0.0034855858	0.019890621	0.042839773	0.08227993	0.119047284	0.15431343
0.17953579	0.19696866	0.195014	0.165811	0.10796297	0.03304949	0.00048144395	0	0	0	0
0	0	0	0	0	0	0	0.011888502	0.1113918	0.24203123	0.3641631
0.45952535	0.53602064	0.5435854	0.51776814	0.43352172	0.29943565	0.1669947	0.041691434	0.00043902703	0	0
0	0	0	0	0	0	0	0	0	0.016620878	0.092594974
0.17161101	0.23322318	0.28305197	0.33226258	0.33867288	0.33888224	0.25414577	0.18291838	0.09856478	0.03085469	0.0003107803
0	0	0	0	0	0	0	0	0	0	0
0.012611625	0.10037433	0.2234571	0.33968893	0.4256678	0.46576807	0.50055027	0.4480288	0.38419706	0.27515963	0.16712168
0.054432105	0.0006932678	0	0	0	0	0	0	0	0	0
0	0	0.017075427	0.08289982	0.16382487	0.24083862	0.2977838	0.31539446	0.28208998	0.26662284	0.22547479
0.19363023	0.120744586	0.0377387	0.0004788745	0	0	0	0	0	0	0
0	0	0	0	0.01426242	0.09439256	0.21788672	0.35785177	0.45213997	0.48386934	0.4854772
0.4187679	0.3525055	0.28291985	0.1738863	0.05166954	0.0007690617	0	0	0	0	0
0	0	0	0	0	0	0.017835887	0.109753706	0.22265011	0.32177472	0.40598142
0.42152745	0.4581675	0.44262555	0.37561604	0.28012368	0.16168061	0.050828546	0.00074845087	0	0	0
0	0	0	0	0	0	0	0	0.02406654	0.11484853	0.22634171
0.33952668	0.41691923	0.49910325	0.46542114	0.44766605	0.36808282	0.24908526	0.13871872	0.04175247	0.00067037274	0
0	0	0	0	0	0	0	0	0	1.548074e-05	0.012622901
0.0575894	0.11884217	0.18380561	0.1915618	0.18345174	0.20394115	0.165883	0.14360116	0.10312379	0.046519026	0.014831313
0.000413583	0	0	0	0	0	0	0	0	0	0
2.5034888e-05	0.009780212	0.05641877	0.11296071	0.20214379	0.2955512	0.33953175	0.3661407	0.3499841	0.2773304	0.17192167
0.10444044	0.038851876	0.0012170535	0	0	0	0	0	0	0	0
0	0	7.303586e-05	0.023348147	0.10388159	0.22654365	0.342078	0.37293625	0.37611187	0.33888748	0.30664602
0.287883	0.23048323	0.15490752	0.053382676	0.0018328611	0	0	0	0	0	0
0	0	0	0	0.00012958313	0.03282632	0.12702641	0.21780571	0.2925606	0.39167225	0.40619203
0.44839478	0.40859747	0.3498621	0.2617877	0.14360374	0.048601624	0.0023652357	0	0	0	0
0	0	0	0	0	0	0.00015541093	0.020710453	0.06519617	0.115900345	0.17549354
0.2381458	0.24376342	0.22864607	0.24496593	0.2052325	0.16355665	0.10166341	0.032730117	0.0016973289	0	0
0	0	0	0	0	0	0	0	0.00026834838	0.033547208	0.122461535
0.21854062	0.31219703	0.38583133	0.47043264	0.46237826	0.4115235	0.33316886	0.24806935	0.1284598	0.047771953	0.0022679311
0	0	0	0	0	0	0	0	0	0	0.00031128313
0.026831007	0.087636136	0.14553124	0.19936	0.28287846	0.338336	0.36845592	0.34294796	0.31997374	0.24965027	0.14391008
0.060891405	0.00390147	0	0	0	0	0	0	0	0	0
0	0.0006623999	0.054375224	0.17195462	0.30908948	0.44507033	0.54303485	0.5968464	0.58966875	0.5332049	0.44212085
0.31182626	0.17981023	0.0664956	0.004212661	0	0	0	0	0	0	0
0	0	0	0.0005769665	0.039393798	0.110347666	0.18708499	0.2519321	0.32940778	0.37892482	0.39901018
0.40330124	0.3250442	0.24329272	0.15931012	0.062120717	0.004085784	0	0	0	0	0
0	0	0	0	0	0.0006537925	0.026422307	0.06091638	0.11843104	0.1601785	0.23010929
0.26671803	0.28456414	0.24986848	0.20625344	0.13916266	0.086439386	0.035507612	0.0029274207	0	0	0
0	0	0	0	0	0	0	0.00062828115	0.029700235	0.11752101	0.23627383
0.34762615	0.39314148	0.4664635	0.4563803	0.42207012	0.38091692	0.29167995	0.2065297	0.08882689	0.007298286	0
0	0	0	0	0	0	0	0	0	0.0016643377	0.065344505
0.2027681	0.3461939	0.4839064	0.5804812	0.63732535	0.6469284	0.6045279	0.4922882	0.39129046	0.24570656	0.0988724
0.0073970226	0	0	0	0	0	6.290434e-17	6.286694e-17	6.294681e-17	6.297985e-17	6.296973e-17
0.0017683656	0.05611552	0.18265197	0.2876701	0.41202638	0.42507863	0.44704896	0.35680446	0.25010476	0.18651344	0.11723198
0.06125337	0.02607867	0.0026067721	6.28067e-17	6.3137505e-17	6.324367e-17	6.368088e-17	6.365109e-17	6.3638293e-17	6.36005e-17	6.380517e-17
6.380845e-17	6.380452e-17	0.0017460468	0.045615952	0.15088797	0.25544044	0.29077	0.30778366	0.3162851	0.2787144	0.21800755
0.17417987	0.11267162	0.06462457	0.027008502	0.0027539327	6.260599e-17	6.2895876e-17	6.290298e-17	6.284641e-17	6.281044e-17	6.2779514e-17
6.277795e-17	6.2797607e-17	6.2757856e-17	6.276175e-17	0.0013904701	0.040723838	0.1263189	0.237001	0.35610238	0.4544265	0.4829488
0.4642474	0.40765202	0.33416405	0.20836462	0.09697395	0.040634494	0.004017787	6.149381e-17	6.189915e-17	6.2054315e-17	6.251832e-17
6.248556e-17	6.246996e-17	6.245753e-17	6.27913e-17	6.276802e-17	6.275435e-17	0.0025165963	0.04979016	0.13531971	0.22322093	0.30051413
0.29850283	0.335234	0.39181095	0.398387	0.38387603	0.29079586	0.18010244	0.08308848	0.008139847	6.1904106e-17	6.2306705e-17
6.2444725e-17	6.259803e-17	6.2662214e-17	6.270541e-17	6.268954e-17	6.273354e-17	6.2733014e-17	6.271823e-17	0.0026118127	0.0316119	0.0700854
0.09044204	0.10443945	0.11741057	0.14021473	0.15963921	0.12883113	0.10797162	0.07985619	0.051839538	0.025833739	0.0038369254
6.307673e-17	6.3416695e-17	6.3459794e-17	6.362411e-17	6.3573e-17	6.35126e-17	6.3459106e-17	6.355608e-17	6.3529946e-17	6.353862e-17	0.0035700465
0.06463404	0.21207622	0.37575302	0.49052414	0.5820053	0.6181323	0.61150664	0.52254087	0.4185382	0.32877228	0.22944409
0.10060266	0.011764772	6.241904e-17	6.2946426e-17	6.299901e-17	6.3338364e-17	6.331921e-17	6.327671e-17	6.323502e-17	6.3428825e-17	6.335395e-17
6.330882e-17	0.005122176	0.06280964	0.17405973	0.28451726	0.3734334	0.47315726	0.5812368	0.6146047	0.55834734	0.4304577
0.33582595	0.22225976	0.101251855	0.012501275	6.136582e-17	6.216509e-17	6.238312e-17	6.2909574e-17	6.2878545e-17	6.290013e-17	6.288366e-17
6.301497e-17	6.30335e-17	6.3031097e-17	0.006955664	0.07994059	0.15824093	0.2570067	0.36505997	0.4331038	0.47725922	0.46269473
0.4039654	0.32473034	0.2240142	0.12972124	0.04791203	0.005149046	6.2487937e-17	6.273403e-17	6.2715934e-17	6.305906e-17	6.3069464e-17
6.306834e-17	6.306624e-17	6.321851e-17	6.3232737e-17	6.32124e-17	0.0029542646	0.036234956	0.09228437	0.17388274	0.25252098	0.31636977
0.381263	0.37923115	0.3975556	0.37985	0.2888754	0.2164332	0.11071238	0.016836675	6.249172e-17	6.3381636e-17	6.350028e-17
6.387074e-17	6.3855935e-17	6.3860064e-17	6.3818864e-17	6.404576e-17	6.40261e-17	6.398789e-17	0.010505168	0.09993852	0.19710365	0.32572094
0.4565978	0.53917575	0.57362497	0.56229734	0.53382766	0.4200779	0.33741385	0.23785402	0.11183104	0.016559348	6.2335855e-17
6.284848e-17	6.294948e-17	6.332097e-17	6.3313304e-17	6.336883e-17	6.335422e-17	6.351854e-17	6.350656e-17	6.3501173e-17	0.009791635	0.084512144
0.2060579	0.32584733	0.43489796	0.49037078	0.46126848	0.44259655	0.39640835	0.32649505	0.24197929	0.14832704	0.05843712
0.00912103	6.2472935e-17	6.271282e-17	6.2758306e-17	6.293931e-17	6.2919057e-17	6.290337e-17	6.2882747e-17	6.299272e-17	6.30366e-17	6.3041373e-17
0.005684351	0.04982938	0.09401065	0.20357285	0.2958182	0.366563	0.3766592	0.39604846	0.34509996	0.2608277	0.1817887
0.104646586	0.04426805	0.0061411704	7.5261475e-08	6.2857633e-17	6.291128e-17	6.3087676e-17	6.3106343e-17	6.312525e-17	6.312428e-17	6.321069e-17
6.321663e-17	6.3224796e-17	0.0032876683	0.025862655	0.06755774	0.118727125	0.18467465	0.23378876	0.26662004	0.2858004	0.24511643
0.21876645	0.16520768	0.10525025	0.04444087	0.0073437854	3.7547719e-07	6.314081e-17	6.31599e-17	6.328109e-17	6.325186e-17	6.322809e-17
6.319682e-17	6.334061e-17	6.332429e-17	6.329651e-17	0.005055342	0.044198703	0.08872513	0.14904039	0.22494538	0.273571	0.28944102
0.30236942	0.24825697	0.22507519	0.15024638	0.08953664	0.043014534	0.008952066	1.1174185e-06	6.2934885e-17	6.29963e-17	6.314832e-17
6.3121736e-17	6.313839e-17	6.311382e-17	6.3234345e-17	6.321442e-17	6.324015e-17	0.010054677	0.069016404	0.14244103	0.24613754	0.33930057
0.33681715	0.3522696	0.37885925	0.3565832	0.27345574	0.2295398	0.13820288	0.066213496	0.012198575	6.0708254e-07	6.284341e-17
6.2903936e-17	6.3054304e-17	6.3062986e-17	6.312286e-17	6.313198e-17	6.3276193e-17	6.33849e-17	6.34339e-17	0.00823272	0.047603942	0.091401204
0.15651181	0.19035502	0.21581414	0.22817919	0.18897533	0.15656377	0.12512779	0.079051845	0.05779885	0.02445603	0.0052023283
2.073878e-06	6.3826295e-17	6.3872134e-17	6.3857384e-17	6.384512e-17	6.387273e-17	6.3867356e-17	6.3959544e-17	6.395165e-17	6.394066e-17	0.0028897333
0.019095127	0.07723624	0.12285223	0.22297837	0.2767501	0.27344477	0.27563336	0.27383372	0.26629463	0.20719643	0.13535069
0.06835654	0.013487649	5.3130043e-06	6.34513e-17	6.3507314e-17	6.3695925e-17	6.366505e-17	6.365241e-17	6.364087e-17	6.370577e-17	6.3665716e-17
6.36685e-17	0.010126964	0.0543364	0.10828161	0.17154013	0.21924068	0.29806224	0.28914973	0.24182273	0.24673147	0.20486428
0.15536779	0.10649718	0.050257523	0.010373186	9.405994e-06	6.329838e-17	6.3324514e-17	6.341578e-17	6.341714e-17	6.341365e-17	6.338791e-17
6.346772e-17	6.346717e-17	6.3457664e-17	0.009882525	0.05713527	0.14426479	0.23374245	0.3364628	0.41965038	0.45249188	0.4536855
0.4173192	0.3572397	0.2433771	0.19297901	0.08757143	0.019012505	1.4892007e-05	6.326599e-17	6.3336095e-17	6.359278e-17	6.359694e-17
6.3586796e-17	6.36006e-17	6.3776386e-17	6.37476e-17	8.906632e-07	0.020727865	0.096331716	0.18525243	0.29998478	0.41078702	0.46043837
0.49514747	0.44329172	0.38355836	0.28766194	0.23024654	0.15810025	0.072419755	0.014393884	3.0416362e-05	6.290282e-17	6.298338e-17
6.320752e-17	6.3196036e-17	6.317216e-17	6.31532e-17	6.324334e-17	6.3183324e-17	1.2297436e-06	0.0059412625	0.02947658	0.0602488	0.106352925
0.15403694	0.18983169	0.23982058	0.23680605	0.22948986	0.19055025	0.15641972	0.099294916	0.04849641	0.012987638	1.9646906e-05
6.2329376e-17	6.2775445e-17	6.2758934e-17	6.2762124e-17	6.2742324e-17	6.2725384e-17	6.278342e-17	6.2775173e-17	5.2144474e-06	0.008185385	0.034549717
0.065340824	0.115163945	0.19762355	0.2590637	0.37309858	0.3808783	0.36349472	0.31548882	0.24103315	0.15895636	0.08304126
0.01847446	3.3195232e-05	6.268671e-17	6.277797e-17	6.3065084e-17	6.303563e-17	6.3015115e-17	6.295866e-17	6.3064634e-17	6.3020714e-17	2.5295081e-05
0.015691422	0.06808113	0.1633043	0.24148943	0.28543693	0.34299695	0.38651276	0.37075773	0.34613746	0.27406943	0.19081579
0.10845654	0.055131365	0.012202648	3.789756e-05	6.2789116e-17	6.2758954e-17	6.308692e-17	6.310222e-17	6.3095365e-17	6.308889e-17	6.3264103e-17
6.325745e-17	5.402712e-05	0.018706964	0.07274736	0.17011823	0.2631228	0.36764982	0.40215456	0.41712627	0.3893495	0.34582204
0.25233418	0.20378235	0.11015225	0.05524351	0.014607724	5.4665292e-05	6.349568e-17	6.3624106e-17	6.410937e-17	6.412942e-17	6.417947e-17
6.4186813e-17	6.4433446e-17	6.455594e-17	8.597576e-05	0.021464517	0.08521669	0.1782617	0.25893503	0.34367886	0.40194863	0.452903
0.48281482	0.41903064	0.38014698	0.30719692	0.19069496	0.10921608	0.028573312	0.00016109865	6.467956e-17	6.473368e-17	6.496682e-17
6.496053e-17	6.498336e-17	6.497948e-17	6.519629e-17	6.5208064e-17	0.00015686605	0.034012076	0.14287744	0.32874826	0.47990468	0.62422806
0.63616556	0.6386151	0.6056632	0.55222124	0.483977	0.4218463	0.2905731	0.16422494	0.046703156	0.00029438589	6.374741e-17
6.387507e-17	6.419145e-17	6.4169826e-17	6.41409e-17	6.4140015e-17	6.4222594e-17	6.4080895e-17	0.00016729574	0.027068468	0.105911784	0.1857701
0.23418058	0.29593715	0.3722771	0.43089858	0.40517977	0.4245727	0.36449397	0.27453706	0.18108524	0.089324646	0.024908738
0.00018604717	6.363635e-17	6.366286e-17	6.392341e-17	6.3950465e-17	6.396678e-17	6.395369e-17	6.4067613e-17	6.401839e-17	0.00037010488	0.03515825
0.12338578	0.2717591	0.36678815	0.50745684	0.6063744	0.6978267	0.683413	0.64045334	0.5648925	0.44731715	0.30695972
0.17593925	0.049926613	0.00048150984	6.42566e-17	6.4312704e-17	6.4706964e-17	6.469138e-17	6.474566e-17	6.475438e-17	6.4993884e-17	6.489298e-17
0.0006249048	0.054443043	0.19572741	0.36537403	0.52876097	0.62838817	0.70856524	0.6756594	0.65104014	0.6005886	0.5311758
0.4148002	0.31559524	0.18652542	0.05352047	0.000573577	6.331274e-17	6.345195e-17	6.388542e-17	6.3912765e-17	0	0
0	0	0.00091115	0.051512737	0.18219537	0.35336566	0.51478744	0.6641068	0.7585304	0.7812574	0.73139113
0.6731847	0.5092677	0.39069355	0.29924378	0.17674229	0.053503793	0.0010493726	0	0	0	0
0	0	0	0	0.0013196546	0.06323604	0.20753779	0.36895972	0.5230376	0.6616697	0.71559846
0.75907314	0.7582751	0.68575776	0.58610445	0.42048374	0.303911	0.16766721	0.04862036	0.00080456294	0	0
0	0	0	0	0	0	0.0007695218	0.020628618	0.06232753	0.14736779	0.26032072
