DE   ;    DK ;    SE  ;    CZ ;    PL   ;    AT   ;    CH  ;    FR  ;    LU  ;    NE  ;    BE ;    IT  ;    ES   ;    HU  ;    NO  ;    UK   ;    SI  ;    BALT
108795.5249;6567.950888;23944.91988;13242.37056;28238.80155;13907.13989;12179.95454;95365.7451;1564.328549;22113.08278;16914.31883;60191.87793;50378.85191;8156.834718;22527.78829;66576.52948;2798.652378;5042.771875
108442.1285;6567.950888;23927.54647;13192.42511;28236.93943;13766.63006;12111.41972;94938.61632;1554.916721;22113.08278;16914.31883;59545.44302;48941.64786;8120.433764;22527.78829;66445.40972;2798.652378;5039.058624
108271.3505;6584.084993;23951.80649;13171.79293;28265.26499;13745.11581;12058.13542;94791.93033;1545.259758;22051.89809;16888.19675;59638.41225;48136.27355;8084.779967;22512.75669;66256.79449;2805.904745;5041.416527
108271.3505;6595.891418;23951.80649;13139.721;28265.26499;13711.67274;12058.13542;94791.93033;1552.493703;21980.85013;16888.19675;59310.48162;48034.73232;8084.779967;22512.75669;66122.41782;2809.388401;5036.389115
108170.67;6595.891418;23951.80649;13127.55751;28218.52279;13732.4323;12046.9848;94705.45309;1567.79493;21960.78401;16956.13309;59310.48162;47705.8002;8107.757092;22512.75669;66122.41782;2806.813476;5036.389115
108660.2786;6616.77616;24022.76422;13229.2814;28277.43591;13732.4323;12139.01082;94705.45309;1582.240032;22058.97974;17046.22074;59310.48162;47705.8002;8107.757092;22580.32596;66062.22989;2813.602873;5034.133635
108529.5036;6608.947224;24011.88003;13278.61193;28304.45493;14153.69382;12240.29677;96295.05152;1579.921875;22546.96265;17332.02647;60668.37258;48247.15196;8249.863145;22570.20115;66220.92957;2897.247535;5033.474658
108794.9714;6617.519421;24011.88003;13320.31553;28312.24225;14132.7907;12269.85909;96718.23723;1579.921875;22599.87172;17307.76195;61799.94247;48651.86738;8289.056663;22612.88633;66756.48989;2903.931459;5033.474658
108981.4425;6617.519421;24051.03751;13207.44559;28281.27615;14126.62327;12139.91469;96370.86476;1564.550895;22519.26764;17230.9943;61799.94247;49275.78893;8354.030358;22483.9676;66748.60065;2888.410856;4986.610852
105464.7452;6453.510038;23774.15332;12831.8418;28206.99903;13803.53078;11756.58173;94213.06322;1525.288956;22126.29869;16810.9145;59582.06099;49591.5527;8101.659605;22463.05173;66589.90097;2820.604602;4901.084692
97163.05025;5930.092728;23577.23123;11727.58477;28445.96365;13199.56082;10805.20631;90179.49694;1387.868937;21146.06744;16081.88662;54787.31067;47850.07838;7645.404293;22417.09374;65074.00471;2813.668932;4733.867555
91473.49103;5573.8729;22938.78418;11054.34314;27888.25335;12771.51799;10215.95638;86771.10789;1320.952939;20268.74509;15441.381;52138.77793;45139.35526;7288.989778;21665.86855;59322.14861;2731.355725;4491.108361
86965.42701;5268.649655;22276.9373;10519.19592;26986.47868;12078.78944;9785.417466;81804.24551;1260.682686;19050.75073;14652.9244;48708.93367;42609.88004;6951.048461;20968.82716;56201.10252;2587.313718;4101.004587
84542.69795;4970.989617;21723.68267;10364.24215;24013.00211;11130.83823;9220.312602;69932.89733;1197.270717;16656.63007;12682.14145;43893.64927;38858.10708;6275.137586;20847.6771;53102.14437;2133.055338;3977.465294
83995.29874;4815.270785;21410.80587;10431.27183;23364.20678;10954.26167;9139.46065;68229.35066;1174.046565;16144.04307;12507.84428;41008.00687;36931.91992;6031.354712;20404.07215;50808.04161;2122.828777;3891.257125
84759.68136;4713.803878;21178.18791;10419.90354;23028.2701;10826.68829;9170.051851;65063.29271;1175.819713;15808.83263;12339.64934;38894.56285;35757.97784;5849.782419;20314.54754;47392.07337;2050.297202;3883.319049
84968.8671;4702.218028;21150.79048;10337.19846;22945.65466;10853.04106;9188.91308;65290.66718;1178.787663;15861.59245;12355.15144;38723.86316;35630.2254;5829.228717;20289.06774;45991.83953;2078.157153;3926.220861
85041.75924;4702.218028;21156.9032;10337.19846;22915.6242;10960.07774;9239.399199;65290.66718;1192.930812;15861.59245;12424.87728;38866.6384;35630.2254;5829.228717;20294.75261;45719.10264;2078.157153;4161.719653
90353.55234;4961.469826;21234.65343;10845.28561;23899.32594;11749.91506;9830.394982;71636.14104;1258.556848;17135.73604;13284.06985;40547.144;37038.58303;6167.268068;20521.271;45770.30487;2245.994105;4949.666933
99620.0467;6042.014675;23493.19311;12289.06962;26892.48448;13221.23776;10842.82059;80831.31362;1390.076999;19216.08805;14751.86992;48708.51702;41256.72857;7456.333794;22194.28218;48673.20947;2585.019962;5120.174621
106300.1425;6537.549278;24486.3347;13074.65542;27871.55534;14058.17305;11674.02239;88438.25339;1506.216008;20710.97197;15990.30163;55595.54196;47315.80506;8091.813419;23087.0262;60833.74991;2858.79964;5063.93773
109424.3085;6610.268073;24363.19924;13323.80055;28139.73385;14090.40615;12124.94783;95555.04981;1558.135349;22000.36036;16911.88524;59639.02097;50939.11364;8243.810843;22643.10029;65079.90218;2920.936453;5019.011838
110189.4128;6654.501885;24011.70224;13420.77679;28058.40815;14079.73106;12256.53411;97317.5934;1574.09299;22172.30131;17042.97208;60842.81622;51266.16602;8300.760255;22528.19193;66250.8581;2929.963261;5051.692456
110143.1369;6659.110237;24010.35316;13342.76889;28233.70362;13987.40134;12253.09889;95587.38673;1578.988144;22144.34241;17040.82235;60330.3596;50637.81405;8293.034513;22734.66615;67316.37322;2891.582813;5051.672405
109722.4429;6623.62859;23984.89308;13307.50039;28260.7257;13934.40322;12240.17417;95710.75919;1572.701171;22165.99185;17018.98146;59348.00381;48941.64786;8245.916764;22665.10547;67016.7052;2874.029915;5057.441709
109610.6168;6617.218608;23927.54647;13255.88061;28298.12678;13841.52252;12226.49821;95482.74153;1568.354337;22113.08278;16961.18619;58496.08036;48072.8186;8245.916764;22581.70463;66834.8698;2861.074245;5056.538866
109365.7582;6595.891418;23983.33222;13221.73838;28293.31275;13820.00826;12188.20001;94791.93033;1564.25972;22079.04586;16928.80251;58104.15101;47724.85871;8232.41144;22566.67303;66256.79449;2816.177797;5061.358722
109026.4269;6595.891418;23983.33222;13221.73838;28277.47865;13820.00826;12192.46579;94539.81613;1561.905532;22079.04586;16888.19675;57745.81375;47592.60158;8208.326488;22566.67303;66122.41782;2816.177797;5061.358722
108925.7464;6613.038411;23951.80649;13235.24842;28277.47865;13862.24379;12188.20001;94705.45309;1564.25972;22111.88881;16872.79674;57745.81375;47318.39673;8163.894796;22650.07387;65398.11252;2813.602873;5060.625501
109502.2743;6630.885786;24021.74195;13274.36513;28272.27388;13974.58111;12214.499;94705.45309;1566.817162;22111.88881;16872.79674;58199.93337;47267.17795;8163.894796;22788.35636;64886.73247;2858.025248;5072.914129
109483.3255;6650.938907;24081.03114;13320.31553;28381.22607;14242.88308;12269.85909;95464.11681;1569.308546;22599.87172;17134.33795;59817.65476;47766.82738;8318.673488;22778.23154;64886.73247;2914.679417;5072.914129
109483.3255;6661.60705;24083.18811;13350.71968;28444.62048;14242.88308;12269.85909;95464.11681;1569.308546;22599.87172;17134.33795;60479.26048;48221.38891;8362.215207;22778.23154;65329.01675;2940.46641;5064.392944
108981.4425;6646.988705;24159.84024;13207.44559;28315.43227;14263.04517;12139.91469;94411.78283;1564.550895;22519.26764;17074.40955;60810.88482;48550.32615;8362.344306;22765.72385;65710.21129;2958.036794;5018.763096
105464.7452;6473.789905;23911.25286;12791.56342;28228.42559;13729.37387;11756.58173;91553.04675;1528.120481;21965.59235;16550.49215;59643.68982;48301.65898;8101.659605;22693.43988;65710.21129;2917.913546;4945.95314
96997.13421;5912.375944;23611.39761;11727.58477;28488.24288;13105.68753;10805.20631;87328.72157;1400.956711;20810.53039;15606.75556;54787.31067;47375.46981;7728.413864;22714.91255;64489.61671;2900.380078;4779.121851
91477.63676;5574.621359;22953.28163;11054.34314;27888.25335;12549.11974;10249.31571;82710.9655;1317.930942;20019.65004;14810.73258;51984.78859;45252.47193;7390.742847;22063.20913;59569.73854;2812.408254;4598.566925
86949.55494;5269.351661;22260.77441;10508.01513;26929.27198;11872.45852;9787.17534;78374.8081;1247.124274;18876.14714;13945.96484;48554.94729;42835.87265;6951.048461;21451.73749;55912.09406;2706.164652;4103.492552
84381.19896;4981.906922;21973.73286;10198.48061;24107.19473;11130.83823;9228.873595;68387.61884;1175.617538;16360.62611;12563.02253;43833.34722;38858.10708;6281.907595;20696.15503;52518.77821;2181.903409;3978.462431
83833.79975;4826.188414;21539.73769;10285.27187;23386.9002;10986.24867;9139.46065;66705.19976;1145.33898;15829.43626;12234.63064;40878.922;36931.91992;6021.383864;20386.61511;49966.15347;2141.866205;3913.183297
83821.42225;4741.250633;21213.64586;10309.81519;23009.19408;10847.46083;9025.703714;63609.73025;1130.105274;15301.09399;11961.07503;38934.24809;35760.2161;5872.650213;20359.79919;46824.21645;2084.758225;3917.453915
83779.72076;4729.664782;21186.24843;10334.25822;22871.66907;10897.12982;9009.141844;63800.21882;1131.047088;15325.48827;11970.00843;38570.29047;35620.57578;5876.83341;20334.31938;45414.05618;2094.521677;3944.764355
84249.05109;4735.257436;21192.36115;10398.50368;22935.02075;11026.15039;8965.009309;63800.21882;1143.10197;15233.59442;12124.45342;38713.06571;35822.73118;5891.395325;20281.54221;45282.88127;2094.521677;4185.306816
88900.14281;5000.743472;21738.31084;10919.61182;23910.48948;11738.08195;9356.036643;69775.48209;1202.068095;16617.35221;12928.97736;40497.73101;37231.0888;6282.939577;20620.99944;45208.00481;2267.909969;4955.805827
98162.47516;6056.022297;24017.11689;12347.93611;26892.48448;13108.79244;10091.74296;77646.9945;1304.392932;18492.10488;14184.29232;49434.77451;41338.13826;7512.331104;22199.7312;47848.22871;2585.19649;5120.174621
104815.0268;6551.402921;24737.17317;13105.22608;27847.26845;14102.85314;11163.38936;86490.73035;1438.888885;20422.58608;15671.35526;56513.57988;46940.69921;8092.45165;23317.77421;55982.99346;2882.149657;5063.93773
108469.4122;6635.831984;24440.6122;13362.17384;28098.22084;14328.89223;11681.07071;92148.23613;1530.427244;21688.70279;16458.35105;59892.32682;49632.74796;8285.344273;22750.91108;61044.29412;2942.027408;5019.011838
108892.1356;6683.410474;24176.43713;13420.77679;28041.6491;14280.85431;11762.16486;92986.13414;1539.444577;22119.39224;16738.06782;61573.66277;49440.62632;8344.276961;22429.70599;64706.38927;2943.464059;5051.692456
109111.3276;6708.906167;24211.04275;13432.3424;28239.47008;14234.63066;11608.7473;92449.38238;1546.464338;22064.28557;16798.31494;60544.25207;48929.9034;8271.842176;22572.21201;66011.35854;2926.150418;5051.672405
109197.2049;6714.773646;24194.255;13365.02952;28291.19116;14168.34883;11618.25845;91217.78314;1547.682776;21986.82433;16776.75626;60191.87793;47661.40376;8245.916764;22564.05429;65679.27714;2867.758168;5057.441709
108931.7371;6676.932923;24176.8816;13353.14398;28270.90629;14049.82357;11870.24912;90595.10412;1537.532771;21986.82433;16683.60753;59655.87612;47244.63656;8176.571469;22569.92153;65228.73381;2817.963619;5061.358722
108760.9591;6659.709914;24195.77926;13355.60894;28292.97086;13998.75456;12028.73417;90632.12052;1535.109753;21980.85013;16607.83257;59310.48162;47201.85352;8171.380093;22555.44187;65009.73591;2809.388401;5061.358722
108760.9591;6649.595968;24195.77926;13355.60894;28292.97086;14052.3939;12058.13542;90791.23231;1535.109753;21952.78741;16607.83257;59310.48162;46974.79043;8171.380093;22555.44187;64946.9204;2809.388401;5061.358722
108925.7464;6650.928512;24195.77926;13355.60894;28292.97086;14028.30932;12095.71725;90984.61992;1533.681288;21874.22087;16592.43256;59310.48162;46861.11035;8163.894796;22555.44187;65034.05892;2806.813476;5069.995878
108925.7464;6671.388347;24222.53613;13370.45897;28341.62402;13974.58111;12100.03351;92066.15872;1533.681288;21769.14248;16590.8406;59310.48162;46861.11035;8237.05334;22616.59196;65192.86889;2806.813476;5075.519691
108529.5036;6661.60705;24281.8227;13309.33731;28450.5701;14163.68394;12144.04945;92795.90658;1540.804984;22140.73886;16625.65621;60145.58539;46921.4051;8342.758439;22606.46714;65337.92459;2849.965182;5075.519691
108529.5036;6661.60705;24255.72991;13292.84572;28444.62048;14163.68394;12156.43449;93044.38533;1540.883514;22140.73886;16777.18952;60243.84401;47598.5071;8370.529155;22606.46714;65863.15623;2891.892847;5064.392944
108137.7104;6636.87476;24185.93302;13185.24921;28315.43227;14057.24062;12101.1898;93238.81697;1534.671528;22060.13478;16717.26112;60268.0393;47849.44839;8362.344306;22501.94376;65855.26698;2884.088691;5018.763096
105299.9579;6473.789905;23937.34565;12774.62211;28228.42559;13669.20752;11730.08322;91560.43884;1506.358438;21575.18223;16322.95646;58945.84436;47972.37346;8101.659605;22477.36604;65855.26698;2820.604602;4945.95314
96498.0078;5912.375944;23637.48778;11706.69035;28488.24288;13042.76627;10788.08913;87474.56861;1383.270346;20589.83765;15591.11817;54796.03374;47199.20551;7728.413864;22426.6131;65091.34677;2840.414618;4779.121851
91015.75681;5574.621359;22986.41005;11028.28544;27888.25335;12483.08674;10216.41553;83323.40931;1308.073344;19660.04965;14936.70822;51738.68105;45245.31667;7390.742847;21708.77743;59812.68964;2768.398888;4598.566925
85987.50671;5284.034651;22346.14593;10502.22904;26924.80596;11797.80259;9785.417466;79796.35525;1247.124274;18536.19324;14064.39402;47919.22118;42983.46981;6951.048461;21013.71286;56109.96099;2625.274773;4102.757434
83369.19577;4973.204784;22067.20935;10089.23467;23792.44802;10920.68667;9146.978338;69692.4026;1184.316443;16510.54559;12607.18903;43238.17216;38858.10708;6281.907595;20711.30821;53011.00608;2156.736623;3992.893277
82773.23617;4860.949539;21592.17818;10141.28452;22936.7516;10671.64308;9123.159606;67720.21439;1163.613393;15904.79831;12351.47035;40563.77457;36931.91992;6043.320131;20397.87909;50682.92961;2135.493287;3920.656675
82514.7846;4779.854758;21304.015;10061.58524;22470.28506;10515.567;9145.919407;64611.96951;1158.679127;15383.23379;12182.66701;38699.42261;35760.2161;5864.11357;20366.44451;47153.81949;2087.640131;3909.980537
82723.97035;4768.268907;21276.61758;10040.18538;22212.0643;10541.91977;9181.276398;64839.34397;1165.475618;15435.99361;12196.19535;38551.15409;35620.57578;5835.614255;20307.777;45492.32903;2093.000926;3937.290977
83573.61718;4766.787907;21282.7303;10040.18538;22217.39271;10648.95645;9239.399199;64839.34397;1173.97073;15507.35953;12265.92119;38715.25238;35822.73118;5835.614255;20313.46187;45601.11107;2093.000926;4177.833438
88900.14281;5055.580781;21741.33452;10633.83525;23148.82084;11593.13692;9779.640224;70422.54663;1236.146938;16799.19752;13095.64591;40371.08695;37231.0888;6181.395486;20633.10594;45574.02748;2267.401756;4949.666933
98162.47516;6073.120563;23888.99295;11956.38486;26041.71962;12901.75742;10836.89491;77911.82347;1342.775803;18778.08335;14409.52721;48708.51702;41294.52035;7438.440733;22199.7312;48448.72283;2582.184686;5118.454018
104582.3015;6551.402921;24679.47883;12804.79943;27400.64719;13762.45053;11658.26704;86490.73035;1474.773905;20588.8643;15831.86264;55595.54196;46897.0813;8073.728323;23288.421;57267.34429;2858.79964;5056.984326
108236.687;6653.902858;24408.16354;13219.86213;27859.61642;14065.76238;12087.52706;90725.41191;1546.006095;21809.77438;16685.08163;59639.02097;49475.93655;8253.857132;22927.65522;61606.75962;2925.610564;5019.011838
109157.6035;6692.961776;24176.43713;13251.09624;28009.92594;14079.73106;12175.56857;90715.11145;1548.025533;22119.39224;16894.49819;60698.25323;48352.41679;8300.760255;22726.17045;65556.05312;2929.963261;5056.038672
109111.3276;6697.770237;24211.04275;13182.05002;28296.67677;13956.5081;12129.11384;90050.96959;1536.314333;22091.43334;16838.9954;60175.57832;48053.12498;8243.691427;22734.66615;66323.05506;2891.582813;5065.226963
108931.7371;6683.545612;24193.66151;13160.35318;28297.71468;13829.23413;12047.64828;90102.08037;1537.532771;22113.08278;16839.42867;59631.68083;47308.59857;8156.834718;22735.81869;65679.27714;2874.029915;5056.217506
108931.7371;6665.222654;24176.8816;13160.35318;28277.42981;13809.76521;12009.01714;88265.35484;1533.766284;22113.08278;16683.60753;59167.4493;47190.53929;8089.971343;22735.81869;64963.32821;2858.214266;5044.795412
108760.9591;6649.595968;24195.77926;13139.721;28111.08471;13745.11581;11861.68392;88054.75008;1515.536834;22051.89809;16368.18538;58575.02531;47201.85352;8024.434456;22566.67303;64440.69172;2816.177797;5051.64856
108760.9591;6649.595968;24195.77926;13139.721;28305.75536;13745.11581;11816.67997;88054.75008;1497.026834;22051.89809;16108.98314;58458.55817;46974.79043;8024.434456;22566.67303;64212.81193;2809.388401;5051.64856
108660.2786;6659.709914;24195.77926;13127.55751;28277.43591;13820.00826;11755.99397;87968.27284;1486.239355;21817.50277;16042.04945;58458.55817;46933.87687;8077.294671;22566.67303;64987.65122;2806.813476;5060.342618
108660.2786;6681.502293;24268.43381;13159.62943;28277.43591;13953.678;11700.43436;88032.19161;1486.239355;21631.43312;16046.32235;58575.02531;47017.75786;8144.158046;22633.42531;65683.52021;2806.813476;5052.203489
108022.6175;6683.431265;24327.12688;13201.69753;28291.43842;14163.68394;11700.5774;88668.34978;1476.842925;21645.60292;16141.01489;59821.15344;47243.19732;8269.599896;22778.23154;65980.80069;2849.965182;5057.42816
108180.6979;6691.557765;24327.12688;13213.4821;28312.24225;14185.73277;11678.72207;90202.72657;1479.37034;21517.63353;16159.10912;60479.26048;47849.44839;8389.959296;22778.23154;66597.79022;2867.058717;5051.544511
108137.7104;6666.825474;24224.9284;13164.83206;28281.27615;14101.98086;11635.32995;90077.27538;1482.204944;21437.02945;16312.58465;60678.75043;48110.72562;8368.468419;22678.7268;66589.90097;2881.228713;5017.648904
105299.9579;6505.349937;23959.63433;12739.96985;28250.75574;13666.45262;11457.90314;88863.59241;1476.960719;21115.09765;16151.12608;59643.68982;48106.33617;8104.411825;22656.09915;66748.60065;2804.173325;4953.275051
96498.0078;5921.886314;23659.77646;11713.2369;28362.31184;13042.76627;10790.87769;86976.18489;1376.198079;20278.32933;15534.66419;54643.99468;47273.92858;7728.413864;22655.66391;65232.6979;2736.344867;4791.862442
91015.75681;5581.343199;23011.47272;11050.14747;27740.51111;12483.08674;10123.14308;82407.87101;1301.591741;19312.41928;14936.70822;51984.78859;45303.88534;7400.033103;21937.82824;59571.98334;2620.099944;4586.74435
85987.50671;5284.034651;22366.22011;10527.96092;26925.95375;11799.8028;9589.511057;78490.42492;1230.457867;18536.19324;14091.46231;48554.94729;42835.87265;6949.868016;21307.1355;55979.60031;2439.041142;4096.869179
83369.19577;4989.508786;21999.55635;10086.94607;23627.47662;10979.02713;8982.765331;68705.46488;1171.494975;16510.54559;12589.07157;43785.58015;38858.10708;6275.137586;20656.93961;53182.11704;2110.473886;3966.670204
82735.33312;4853.00723;21573.68446;10141.28452;22771.7802;10671.64308;8808.434788;66766.99319;1150.102945;15904.79831;12315.61307;40717.09018;36931.91992;6031.354712;20417.48437;50771.02509;2078.770145;3891.257125
82490.04588;4778.373757;21304.015;10061.58524;22310.64206;10447.66777;8721.31459;63609.73025;1146.826805;15383.23379;12106.07865;38782.86207;35760.2161;5849.782419;20359.79919;47325.42677;2016.153292;3883.319049
82699.23162;4766.787907;21276.61758;10040.18538;22217.39271;10474.02054;8732.539137;63937.52253;1149.794755;15507.35953;12121.58075;38572.47715;35620.57578;5829.228717;20338.34353;46054.62909;2020.383307;3910.629489
83535.9746;4766.787907;21314.69134;10040.18538;22217.39271;10583.44367;8783.025256;63999.31596;1152.205146;15512.29008;12184.01329;38715.25238;35822.73118;5829.228717;20344.0284;45770.30487;2020.383307;4131.112971
88862.50023;5055.580781;21773.29557;10631.54664;23148.82084;11507.27816;9275.120386;70255.31566;1212.298939;16937.75802;12985.86709;40287.0831;37231.0888;6160.899878;20686.38522;45770.30487;2178.247943;4921.869034
97684.96733;6073.120563;23888.99295;11956.38486;26041.71962;12737.13702;10082.31475;78007.02581;1325.16073;19051.44289;14174.63432;48357.82426;41430.84681;7233.120759;22313.49433;48443.22761;2459.542282;5127.522544
103906.9273;6558.532126;24679.47883;12807.08869;27400.64719;13573.39555;11244.44625;86490.73035;1450.725887;20635.80134;15668.22778;55282.49255;47159.04999;7942.152678;23399.79639;58636.34879;2720.18199;5054.524541
107735.7047;6653.902858;24408.16354;13193.94341;27830.72613;14034.18964;11914.39969;92148.23613;1527.08574;21916.00348;16595.02883;59114.11211;50550.80359;8225.177886;23059.69601;62845.86408;2827.154187;5017.583331
108892.1356;6692.961776;24176.43713;13187.64074;28051.25884;14013.15528;12043.26231;92890.9318;1539.444577;22172.30131;16800.73857;60698.25323;50591.50715;8185.030652;22818.93261;65753.67999;2825.295922;5059.634326
108845.8597;6718.457469;24237.27411;13149.97809;28296.67677;13755.81141;11999.50599;92719.13321;1532.547846;22091.43334;16817.4583;60325.51345;49260.1672;8128.676707;22862.34725;67123.07376;2808.97789;5059.818579
108931.7371;6714.773646;24187.3527;13160.35318;28238.80155;13671.50715;11880.59804;92030.82023;1533.766284;22113.08278;16776.75626;60191.87793;47971.27737;7971.625881;22837.65525;66716.53113;2788.173376;5061.62589
108795.5249;6703.637715;24169.9793;13101.20218;28236.93943;13543.17224;11835.59408;90778.8065;1533.766284;22113.08278;16683.60753;59545.44302;47518.94385;7828.233683;22786.02454;66445.40972;2764.296551;5065.542903
108412.1534;6689.142165;24188.87696;13031.06902;28339.81685;13530.26451;11807.62677;90177.31566;1529.410673;21952.78741;16607.83257;59618.35392;47592.60158;7807.141397;22720.78708;66256.79449;2762.290625;5059.407802
108412.1534;6678.032872;24188.87696;13001.75574;28339.81685;13530.26451;11807.62677;90027.65606;1531.343267;21952.78741;16604.84454;59638.41225;47372.05352;7807.141397;22720.78708;66281.1175;2743.475107;5061.358722
108524.0664;6698.124975;24188.87696;12989.59225;28236.94554;13492.93722;11764.79115;90361.94089;1527.982207;21932.72128;16590.8406;59468.01692;47372.05352;7815.55701;22770.99293;66281.1175;2740.900182;5069.995878
108660.2786;6739.213569;24289.48843;13018.90552;28218.52279;13637.30939;11831.48577;90984.61992;1529.914801;21932.72128;16698.12109;59594.15864;47541.30597;7958.949208;22915.65084;66469.73273;2740.900182;5080.333586
108529.5036;6738.983574;24348.77501;13050.51986;28218.88605;13878.10194;11866.04345;92795.90658;1528.059351;22519.81488;16933.01066;60536.23819;47918.21984;8017.284009;22937.17702;66849.41559;2757.902678;5081.060303
108794.9714;6738.983574;24344.71206;13050.51986;28209.08093;13911.54501;11933.48929;93593.58153;1531.825838;22546.96265;17113.50303;60810.88482;48651.86738;8171.4632;22950.42389;67672.29753;2758.122783;5058.196606
108403.1782;6714.251283;24252.00686;13046.44219;28239.68987;13933.07977;11935.47614;94097.12946;1527.542751;22466.35857;17074.40955;60810.88482;49941.76109;8171.4632;22889.14008;68421.71736;2747.779508;5017.648904
105569.2241;6511.945085;24110.99339;12720.06142;28148.24159;13528.91645;11696.47629;93002.98774;1495.830877;21912.68544;16611.93282;59328.87925;50164.25547;7998.029765;22922.92836;68198.77484;2708.804804;4953.275051
96457.01716;5937.399951;23936.11944;11656.67279;28273.82768;12886.911;10717.02177;89290.06867;1374.756525;20943.81858;15972.46139;54851.70536;48611.12284;7600.682129;22902.36993;65990.65576;2591.308918;4792.066205
91477.63676;5604.306345;23287.81571;11026.77893;27595.94364;12321.72712;10149.47091;86771.10789;1300.109383;20268.74509;15441.381;50975.86173;45174.56305;7208.751791;22184.53425;59851.97366;2445.234894;4586.74435
86949.55494;5325.587134;22698.81946;10443.66477;26410.18383;11797.80259;9663.079104;82326.11986;1248.329161;19362.71545;14652.9244;47547.90569;42573.68373;6765.607649;21517.64604;56750.92317;2326.77754;3942.144161
82304.74692;4742.679008;21638.30724;9736.171438;22441.3795;10917.15178;8835.939945;69393.13001;1157.017691;16546.65249;12622.37241;41577.06592;38273.61887;6077.117329;20996.99865;54107.50401;2078.434297;3816.822757
81556.69219;4601.006455;21235.15018;9712.13749;21749.52194;10697.62739;8707.45714;67136.05721;1130.477056;15942.04944;12385.45595;38953.20126;36404.7993;5865.165724;20686.55542;50205.64979;2046.994099;3741.341938
81113.42461;4548.389509;21089.68814;9562.097237;21219.13593;10544.02867;8638.736616;63949.11404;1119.698047;15383.54202;12212.80801;36297.5559;34986.48986;5627.261272;20687.3408;47712.68746;1963.975612;3717.447233
81387.20019;4530.777652;21182.74499;9477.813541;21119.12953;10540.70569;8581.453387;63444.80173;1127.410868;15352.12233;12288.06586;35697.19782;34734.38848;5576.222154;20704.77474;46124.13684;1934.896201;3735.786693
81368.09401;4538.730357;21204.89249;9477.813541;21115.43277;10538.29874;8672.776254;63444.80173;1127.139787;15352.12233;12285.1434;35805.32013;35193.06032;5558.809984;20710.45961;46033.90685;1934.896201;3772.055378
81130.47963;4574.939672;21333.37723;9394.987838;21250.12645;10731.95777;8698.418967;64454.44707;1130.530795;15660.12984;12444.79006;35959.57247;35799.85431;5629.129167;20682.15439;46033.90685;1972.21512;3869.934925
81005.90151;4698.854834;21131.30587;9392.220666;21536.67275;11027.27423;8777.258831;66672.14042;1125.111418;16200.72981;12374.44752;36789.20954;36296.75329;5720.192875;20219.4025;46390.83028;2061.485787;4169.491359
83997.26308;5047.828186;21923.52255;9859.478095;22819.7572;11346.77099;8965.68301;68280.69915;1145.784904;16749.99583;12526.49959;38928.282;36779.38784;5996.304854;20468.98864;48573.9581;2204.315411;4416.884529
